,match,nome-geografico,uc-entrada,uc-saida,name,nome-vide,lookup,nome-pai,vide_type,faculdade,match_type,match_error,match_obs
144735,265964,Santa Maria de Torroso,1677-10-01,1684-05-19,António de Azevedo Alves,Azevedo,António de Azevedo,João Martins,cut,Cânones,aka-see,False,
265475,151153,Lisboa,0000-00-00,0000-00-00,António Rodrigues Barreiros,António Barreiros,António Barreiros,,rep,,see-aka,False,
151153,265475,Lisboa,1655-10-16,1663-01-17,António Barreiros,Rodrigues Barreiros,António Rodrigues Barreiros,,repap,Leis,aka-see,False,
151190,242950,Castelo Rodrigo,0000-00-00,0000-00-00,António Barreto,Faria,António Barreto Faria,,add,Cânones,see-aka,False,
242950,151190,Castelo Rodrigo,1639-10-06,1649-03-21,António Barreto de Faria,Barreto,António Barreto,Gaspar Barreto,cut,Cânones,aka-see,False,
151194,160723,Góis,0000-00-00,0000-00-00,António Barreto,Fragoso,António Barreto Fragoso,António Rodrigues,add,,see-aka,False,
160723,151194,Góis,1634-10-17,1641-10-26,António Barreto Fragoso,Barreto,António Barreto,António Rodrigues,cut,Cânones,aka-see,False,
151195,177664,Lisboa,0000-00-00,0000-00-00,António Barreto,Gavião,António Barreto Gavião,,add,,see-aka,False,
177664,151195,Lisboa,1585-10-02,1593-10-03,António Barreto Gavião,Barreto,António Barreto,Simão Gavião,cut,Leis,aka-see,False,
208931,152292,Sardoal,0000-00-00,0000-00-00,António Bassão da Cunha,Bassão,António Bassão,,cut,,see-aka,False,
152292,208931,Sardoal,1648-10-15,1660-07-24,António Bassão,Cunha,António Bassão Cunha,,add,Cânones,aka-see,False,
185966,240889,Vouzela,0000-00-00,0000-00-00,António Borges,Mergulhão,António Borges Mergulhão,António Borges,add,Cânones,see-aka,False,
240889,185966,Vouzela,1649-10-15,1656-05-17,António Borges Mergulhão,Borges,António Borges,,cut,Cânones,aka-see,False,
185071,186662,Marialva,0000-00-00,0000-00-00,António Botelho Beça,Botelho,António Botelho,,cut,,see-aka,False,
186662,185071,Marialva,1608-12-02,1616-03-12,António Botelho,Beça,António Botelho Beça,Diogo Botelho,add,Cânones,aka-see,False,
181223,186668,Torres Vedras,0000-00-00,0000-00-00,António Botelho de Macedo,Botelho,António Botelho,,cut,Cânones,see-aka,False,
186668,181223,Torres Vedras,1659-10-01,1665-10-19,António Botelho,Macedo,António Botelho Macedo,João Macedo da Veiga,add,Cânones,aka-see,False,
230353,186650,Leiria,0000-00-00,0000-00-00,António Botelho da Silveira,Botelho,António Botelho,,cut,,see-aka,False,
186650,230353,Leiria,1588-03-13,1596-10-04,António Botelho,Silveira,António Botelho Silveira,António Botelho,add,Teologia,aka-see,False,
196424,188244,Lisboa,0000-00-00,0000-00-00,António de Brito Cordovil,Brito,António de Brito,,cut,,see-aka,False,
188244,196424,Lisboa,1649-10-15,1653-03-08,António de Brito,Cordovil,António de Brito Cordovil,Bento de Brito,add,Cânones,aka-see,False,
189299,128000,Celorico,0000-00-00,0000-00-00,António Cabral de Castelo Branco,Cabral,António Cabral,,cut,,see-aka,False,
128000,189299,Celorico,1603-10-07,1616-05-16,António Cabral,Castelo Branco,António Cabral Castelo Branco,João Gil de Abreu,add,Leis,aka-see,False,
129364,134753,Trevões,0000-00-00,0000-00-00,António Caiado,Rebelo,António Caiado Rebelo,João Rebelo,add,Leis,see-aka,False,
134753,129364,Trevões,1653-10-15,1660-05-22,António Caiado Rebelo,Caiado,António Caiado,,cut,Leis,aka-see,False,
145922,129804,Monsanto,0000-00-00,0000-00-00,António Calvo de Andrade,Calvo,António Calvo,,cut,,see-aka,False,
129804,145922,Monsanto,1617-10-13,1625-10-31,António Calvo,de Andrade,António Calvo de Andrade,Fernão de Andrade,add,Cânones,aka-see,False,
193380,129895,Viseu,0000-00-00,0000-00-00,António de Campos Coelho,Campos,António de Campos,,cut,,see-aka,False,
129895,193380,Viseu,1762-10-01,1766-10-01,António de Campos,Coelho,António de Campos Coelho,,add,Cânones,aka-see,False,
132480,139702,Guimarães,0000-00-00,0000-00-00,António Cardoso,Fonseca,António Cardoso Fonseca,,add,,see-aka,False,
139702,132480,Guimarães,1648-10-14,1655-11-10,António Cardoso da Fonseca,Cardoso,António Cardoso,António da Fonseca,cut,Leis,aka-see,False,
132480,139702,Soza,0000-00-00,0000-00-00,António Cardoso,Fonseca,António Cardoso Fonseca,,add,,see-aka,False,
139702,132480,Sôza,1648-10-14,1655-11-10,António Cardoso da Fonseca,Cardoso,António Cardoso,António da Fonseca,cut,Leis,aka-see,False,
199474,,Lisboa,0000-00-00,0000-00-00,António Coelho da Costa,,António Coelho da Costa,Sebastião Coelho,novid,Cânones,,True,E04-Ambiguity in match data
193309,153163,Gouveia,0000-00-00,0000-00-00,António Coelho,de Carvalho,António Coelho de Carvalho,,add,,see-aka,False,
153163,193309,Gouveia,1605-10-25,1618-12-11,António Coelho de Carvalho,Coelho,António Coelho,Feliciano Coelho,cut,Cânones,aka-see,False,
193316,189078,Lisboa,1608-10-11,1616-12-12,António Coelho,Casco,António Coelho Casco,Gaspar Coelho,add,Leis,aka-aka,False,
189078,193316,Lisboa,1617-11-20,1617-11-20,António Coelho Casco,Coelho,António Coelho,Gaspar Coelho,cut,Leis,aka-aka,False,
199475,,Lisboa,0000-00-00,0000-00-00,António Coelho da Costa,Coelho,António Coelho,Sebastião Coelho,cut,,,True,E04-Ambiguity in match data
193320,,Lisboa,1611-10-04,1620-02-28,António Coelho,da Costa,António Coelho da Costa,Sebastião Coelho,add,Cânones,,True,E04-Ambiguity in match data
193339,163172,Portel,0000-00-00,0000-00-00,António Coelho,Franco,António Coelho Franco,,add,,see-aka,False,
163172,193339,Portel,1650-10-12,1656-05-24,António Coelho Franco,Coelho,António Coelho,,cut,Leis,aka-see,False,
193301,250598,Évora,0000-00-00,0000-00-00,António Coelho,Moniz,António Coelho Moniz,,add,Cânones,see-aka,False,
250598,193301,Évora,1662-10-05,1669-06-03,António Coelho Moniz,Coelho,António Coelho,,cut,Cânones,aka-see,False,
196578,190209,Lisboa,0000-00-00,0000-00-00,António Correia,de Castro,António Correia de Castro,,add,,see-aka,False,
190209,196578,Lisboa,1641-10-10,1650-10-15,António Correia de Castro,Correia,António Correia,João Correia,cut,Cânones,aka-see,False,
190209,196578,Lisboa,1641-10-10,1650-10-15,António Correia de Castro,Correia,António Correia,João Correia,cut,Leis,aka-see,False,
196594,199498,Rio de Janeiro,0000-00-00,0000-00-00,António Correia,da Costa,António Correia da Costa,,add,,see-aka,False,
199498,196594,Rio de Janeiro,1654-02-15,1659-11-15,António Correia da Costa,Correia,António Correia,António Correia,cut,Leis,aka-see,False,
211395,196556,Coimbra,0000-00-00,0000-00-00,António Correia de Sá,Correia,António Correia,,cut,,see-aka,False,
196556,211395,Coimbra,1583-01-13,1591-06-14,António Correia,de Sá,António Correia de Sá,,add,Leis,aka-see,False,
190384,199446,Viseu,0000-00-00,0000-00-00,António da Costa Homem,Costa,António da Costa,,cut,,see-aka,False,
199446,190384,Viseu,1611-11-03,1621-07-19,António da Costa,Homem,António da Costa Homem,Manuel da Costa,add,Cânones,aka-see,False,
199446,190384,Viseu,1611-11-03,1621-07-19,António da Costa,Homem,António da Costa Homem,Manuel da Costa,add,Leis,aka-see,False,
199344,243473,Guimarães,0000-00-00,0000-00-00,António da Costa,Pinheiro,António da Costa Pinheiro,,add,,see-aka,False,
243473,199344,Guimarães,1666-10-01,1674-10-26,António da Costa Pinheiro,Costa,António da Costa,,cut,Cânones,aka-see,False,
204960,197203,Póvoa,0000-00-00,0000-00-00,António Couceiro,Tavares,António Couceiro Tavares,,add,,see-aka,False,
197203,204960,Póvoa,1660-11-12,1669-07-31,António Couceiro de Tavares,Couceiro,António Couceiro,,cut,Cânones,aka-see,False,
244844,208863,Lisboa,0000-00-00,0000-00-00,António da Cunha Ferreira,Cunha,António da Cunha,,cut,,see-aka,False,
208863,244844,Lisboa,1679-10-01,1689-10-15,António da Cunha,Ferreira,António da Cunha Ferreira,,add,Cânones,aka-see,False,
208877,,Lisboa,1655-10-11,1661-07-17,António da Cunha,Pinheiro,António da Cunha Pinheiro,João da Cunha Pacheco,add,Cânones,,True,E04-Ambiguity in match data
208877,,Lisboa,1655-10-11,1661-07-17,António da Cunha,Pinheiro,António da Cunha Pinheiro,João da Cunha Pacheco,add,Leis,,True,E04-Ambiguity in match data
208873,,Lisboa,1655-10-16,1662-07-24,António da Cunha,Pinheiro,António da Cunha Pinheiro,Francisco da Cunha,add,Cânones,,True,E04-Ambiguity in match data
208873,,Lisboa,1655-10-16,1662-07-24,António da Cunha,Pinheiro,António da Cunha Pinheiro,Francisco da Cunha,add,Leis,,True,E04-Ambiguity in match data
243481,,Lisboa,1657-10-01,1661-10-09,António da Cunha Pinheiro,Cunha,António da Cunha,,cut,Cânones,,True,E04-Ambiguity in match data
243481,,Lisboa,1657-10-01,1661-10-09,António da Cunha Pinheiro,Cunha,António da Cunha,,cut,Leis,,True,E04-Ambiguity in match data
208854,230358,Ilha do Faial,0000-00-00,0000-00-00,António da Cunha,Silveira,António da Cunha Silveira,,add,Teologia,see-aka,False,
230358,208854,Ilha do Faial,1656-10-05,1660-07-20,António da Cunha da Silveira,Cunha,António da Cunha,,cut,Teologia,aka-see,False,
214127,137437,Coimbra,0000-00-00,0000-00-00,António Dias Sambado,Dias,António Dias,Jerónimo Dias,cut,,see-aka,False,
137437,214127,Coimbra,1642-11-03,1644-07-18,António Dias,Sambado,António Dias Sambado,Jerónimo Dias,add,Cânones,aka-see,False,
137437,214127,Coimbra,1642-11-03,1644-07-18,António Dias,Sambado,António Dias Sambado,Jerónimo Dias,add,Leis,aka-see,False,
199507,165945,Castelo Branco,0000-00-00,0000-00-00,António Estácio da Costa,Estácio,António Estácio,,cut,,see-aka,False,
165945,199507,Castelo Branco,1678-10-21,1678-10-21,António Estácio,Costa,António Estácio Costa,,add,Cursos jurídicos (Cânones ou Leis),aka-see,False,
247168,206596,Santa Marinha,0000-00-00,0000-00-00,António Feio,do Vale,António Feio do Vale,,add,,see-aka,False,
206596,247168,Santa Marinha,1678-11-01,1686-07-23,António Feio do Vale,Feio,António Feio,,cut,Cânones,aka-see,False,
224815,138604,Porto,0000-00-00,0000-00-00,António Feliciano da Silva,Carneiro,António Feliciano da Silva Carneiro,,add,,see-aka,False,
138604,224815,Porto,1762-10-01,1769-06-27,António Feliciano da Silva Carneiro,Silva,António Feliciano da Silva,Henrique da Silva,cut,Cânones,aka-see,False,
226071,208981,Lisboa,0000-00-00,0000-00-00,António Felix Pereira,da Cunha,António Felix Pereira da Cunha,,add,,see-aka,False,
208981,226071,Lisboa,1749-10-01,1754-07-30,António Felix Pereira da Cunha,Pereira,António Felix Pereira,José da Cunha de Araújo,cut,Cânones,aka-see,False,
248874,192787,Évora,0000-00-00,0000-00-00,António Fernandes,Chiado,António Fernandes Chiado,Alonso Fernandes,add,Medicina,see-aka,False,
192787,248874,Évora,1617-10-30,1622-10-01,António Fernandes Chiado,Fernandes,António Fernandes,Afonso Fernandes,cut,Medicina,aka-see,False,
199513,249012,Vila Pouca de Aguiar,0000-00-00,0000-00-00,António Fernandes da Costa,Fernandes,António Fernandes,,cut,,see-aka,False,
249012,199513,Vila Pouca de Aguiar,1674-11-09,1677-10-01,António Fernandes,da Costa,António Fernandes da Costa,,add,Cânones,aka-see,False,
248772,186555,Coimbra,0000-00-00,0000-00-00,António Fernandes,Heitor,António Fernandes Heitor,,add,,see-aka,False,
186555,248772,Coimbra,1661-10-25,1688-10-20,António Fernandes Heitor,Fernandes,António Fernandes,António Fernandes,cut,Cânones,aka-see,False,
249006,182250,Viana do Castelo,0000-00-00,0000-00-00,António Fernandes,Maciel,António Fernandes Maciel,,add,,see-aka,False,
182250,249006,Viana do Castelo,1577-10-31,1584-02-15,António Fernandes Maciel,Fernandes,António Fernandes,Fernão Pires,cut,Cânones,aka-see,False,
248881,,Góis,0000-00-00,0000-00-00,António Fernandes,Nogueira,António Fernandes Nogueira,,add,,,True,E04-Ambiguity in match data
171095,,Góis,1602-10-09,1608-01-17,António Fernandes Nogueira,Fernandes,António Fernandes,Baltasar Gomes,cut,Medicina,,True,E04-Ambiguity in match data
171093,,Góis,1602-10-09,1608-01-17,António Fernandes Nogueira,Fernandes,António Fernandes,Baltasar,cut,Medicina,,True,E04-Ambiguity in match data
249010,219117,Vila do Conde,1735-10-01,1740-10-01,António Fernandes,Vilas Boas,António Fernandes Vilas Boas,,add,Cânones,aka-aka,False,
219117,249010,Vila do Conde,1740-05-18,1741-05-15,António Fernandes Vilas Boas,Fernandes,António Fernandes,Domingos Fernandes,cut,Cânones,aka-aka,False,
244556,169291,Lousã,0000-00-00,0000-00-00,António Ferreira,Neves,António Ferreira Neves,,add,,see-aka,False,
169291,244556,Lousã,1683-10-20,1689-10-01,António Ferreira Neves,Ferreira,António Ferreira,,cut,Cânones,aka-see,False,
180276,159769,Verdelho,0000-00-00,0000-00-00,António Fialho da Graça,António Tavares Ribeiro,António Tavares Ribeiro,,rep,,see-aka,False,
159769,180276,Verdelho,1721-10-01,1732-07-21,António Tavares Ribeiro,António Fialho da Graça,António Fialho da Graça,,rep,Cursos jurídicos (Cânones ou Leis),aka-see,False,
131640,153229,Bemposta,0000-00-00,0000-00-00,António Figueira,Carvalho,António Figueira Carvalho,Mateus Figueira,add,,see-aka,False,
153229,131640,Bemposta,1645-10-17,1661-01-01,António Figueira de Carvalho,Figueira,António Figueira,Mateus Figueira,cut,Teologia,aka-see,False,
139670,128053,Samadães,1656-10-15,1665-12-15,António da Fonseca,Cabral,António da Fonseca Cabral,Sebastião da Fonseca,add,Cânones,aka-see,False,
128053,139670,Samodães,0000-00-00,0000-00-00,António da Fonseca Cabral,Fonseca,António da Fonseca,Sebastião da Fonseca Cabral,cut,Cânones,see-aka,False,
139608,169913,Évora,0000-00-00,0000-00-00,António da Fonseca,Furtado,António da Fonseca Furtado,,add,Leis,see-aka,False,
169913,139608,Évora,1649-11-15,1659-07-24,António da Fonseca Furtado,Fonseca,António da Fonseca,,cut,Leis,aka-see,False,
214433,139658,Morilhe,0000-00-00,0000-00-00,António da Fonseca de Sampaio,Fonseca,António da Fonseca,,cut,,see-aka,False,
139658,214433,Mourilhe,1725-10-01,1732-10-01,António da Fonseca,de Sampaio,António da Fonseca de Sampaio,,add,Cânones,aka-see,False,
193398,164300,Coimbra,0000-00-00,0000-00-00,António Freire Coelho,Freire,António Freire,,cut,,see-aka,False,
164300,193398,Coimbra,1690-10-01,1693-10-01,António Freire,Coelho,António Freire Coelho,,add,Leis,aka-see,False,
168567,164276,Ansião,0000-00-00,0000-00-00,António Freire de Negreiros,Freire,António Freire,,cut,Cânones,see-aka,False,
164276,168567,Ansião,1649-10-20,1662-06-26,António Freire,Negreiros,António Freire Negreiros,,add,Cânones,aka-see,False,
181236,,Coimbra,0000-00-00,0000-00-00,António Gomes de Macedo,Gomes,António Gomes,,cut,,,True,E04-Ambiguity in match data
178312,,Coimbra,1641-10-02,1650-10-15,António Gomes,Macedo,António Gomes Macedo,Manuel Rodrigues,add,Teologia,,True,E04-Ambiguity in match data
278765,,Coimbra,1749-04-26,1754-06-23,António Gomes,Macedo,António Gomes Macedo,José Gomes,add,Medicina,,True,E04-Ambiguity in match data
181691,178286,Alcobaça,0000-00-00,0000-00-00,António Gomes Machado,Gomes,António Gomes,,cut,Leis,see-aka,False,
178286,181691,Alcobaça,1651-10-12,1657-06-02,António Gomes,Machado,António Gomes Machado,Rafael Rodrigues,add,Leis,aka-see,False,
178286,181691,Alcobaça,1651-10-12,1657-06-02,António Gomes,Machado,António Gomes Machado,Rafael Rodrigues,add,Medicina,aka-see,False,
223301,178389,Torres Vedras,0000-00-00,0000-00-00,António Gomes Paz,Gomes,António Gomes,Martim Gomes,cut,Cânones,see-aka,False,
178389,223301,Torres Vedras,1626-12-19,1634-06-27,António Gomes,Paz,António Gomes Paz,Martim Gomes,add,Cânones,aka-see,False,
178349,136954,Lisboa,0000-00-00,0000-00-00,António Gomes,Reis,António Gomes Reis,Tomé Gomes,add,Cânones,see-aka,False,
136954,178349,Lisboa,1642-10-05,1647-06-28,António Gomes dos Reis,Gomes,António Gomes,Tomé Goures,cut,Cânones,aka-see,False,
178339,153980,Lisboa,0000-00-00,0000-00-00,António Gomes,Ribeiro,António Gomes Ribeiro,,add,,see-aka,False,
153980,178339,Lisboa,1592-10-09,1612-07-14,António Gomes Ribeiro,Gomes,António Gomes,Dinis Gomes,cut,Cânones,aka-see,False,
220833,178296,Boa Aldeia,0000-00-00,0000-00-00,António Gomes Saraiva,Gomes,António Gomes,,cut,,see-aka,False,
178296,220833,Boa Aldeia,1750-10-01,1757-06-14,António Gomes,António Gomes Saraiva,António Gomes Saraiva,António Gomes,rep,Cânones,aka-see,False,
224927,178342,Lisboa,0000-00-00,0000-00-00,António Gomes da Silva,Gomes,António Gomes,,cut,,see-aka,False,
178342,224927,Lisboa,1574-11-20,1581-06-07,António Gomes,Silva,António Gomes Silva,Aires Gomes,add,Leis,aka-see,False,
179198,166969,Ilha da Madeira,0000-00-00,0000-00-00,António Gonçalves,Freitas,António Gonçalves Freitas,,add,,see-aka,False,
166969,179198,Ilha da Madeira,1672-10-01,1678-06-30,António Gonçalves de Freitas,Gonçalves,António Gonçalves,,cut,Cânones,aka-see,False,
179919,185334,Barcelos,0000-00-00,0000-00-00,António de Gouveia,Benevides,António de Gouveia Benevides,,add,,see-aka,False,
185334,179919,Barcelos,1662-10-15,1667-10-15,António de Gouveia Benevides,Gouveia,António de Gouveia,,cut,Cânones,aka-see,False,
134485,179932,Vela,0000-00-00,0000-00-00,António de Gouveia Ravasco,Gouveia,António de Gouveia,,cut,Cânones,see-aka,False,
179932,134485,Vela,1654-10-26,1661-07-07,António de Gouveia,Ravasco,António de Gouveia Ravasco,António Lopes Ravasco,add,Cânones,aka-see,False,
233831,179929,Lisboa,0000-00-00,0000-00-00,António de Gouveia Soutomaior,Gouveia,António de Gouveia,,cut,,see-aka,False,
179929,233831,Lisboa,1680-10-01,1680-10-01,António de Gouveia,Soutomaior,António de Gouveia Soutomaior,,add,Cursos jurídicos (Cânones ou Leis),aka-see,False,
190247,190245,Laurentim,0000-00-00,0000-00-00,António Guedes Borges Pereira e Castro,António Guedes Borges de Castro,António Guedes Borges de Castro,,rep,,see-aka,False,
190245,190247,Laurentim,1760-10-01,1768-07-21,António Guedes Borges de Castro,António Guedes Borges Pereira e Castro,António Guedes Borges Pereira e Castro,Domingos José Guedes,rep,Cânones,aka-see,False,
180760,214178,Vilar Torpim,0000-00-00,0000-00-00,António da Guerra,Velho,António da Guerra Velho,,add,,see-aka,False,
214178,180760,Vilar Torpim,1677-10-01,1684-10-13,António da Guerra Velho,Guerra,António da Guerra,Domingos Frade da Costa,cut,Teologia,aka-see,False,
226579,180791,Almodôvar,0000-00-00,0000-00-00,António Guerreiro Rolim,Guerreiro,António Guerreiro,,cut,,see-aka,False,
180791,226579,Almodôvar,1685-10-01,1689-02-15,António Guerreiro,Rolim,António Guerreiro Rolim,,add,Cânones,aka-see,False,
141923,255783,Lisboa,0000-00-00,0000-00-00,António Henriques de Menezes de Alarcão,António de Menezes Cabral de Brito e Alarcão,António de Menezes Cabral de Brito e Alarcão,José Alarcão,rep,Cursos jurídicos (Cânones ou Leis),see-aka,False,
255783,141923,Lisboa,1790-11-27,1806-07-11,António de Menezes Cabral de Brito e Alarcão,António Henriques de Menezes de Alarcão,António Henriques de Menezes de Alarcão,José Alarcão,rep,Cânones,aka-see,False,
255783,141923,Lisboa,1790-11-27,1806-07-11,António de Menezes Cabral de Brito e Alarcão,António Henriques de Menezes de Alarcão,António Henriques de Menezes de Alarcão,José Alarcão,rep,Leis,aka-see,False,
187158,226106,Ourém,1656-03-19,1656-03-19,António Henriques,Pereira,António Henriques Pereira,,add,Medicina,aka-aka,False,
226106,187158,Ourém,1656-10-13,1662-05-13,António Henriques Pereira,Henriques,António Henriques,,cut,Medicina,aka-aka,False,
190356,201902,Vouzela,0000-00-00,0000-00-00,António Homem,Teles,António Homem Teles,Pantaleão Homem,add,Leis,see-aka,False,
201902,190356,Vouzela,1618-10-29,1632-06-17,António Homem Teles,Homem,António Homem,Pantaleão Homem,cut,Cânones,aka-see,False,
201902,190356,Vouzela,1618-10-29,1632-06-17,António Homem Teles,Homem,António Homem,Pantaleão Homem,cut,Leis,aka-see,False,
226213,179251,Monção,0000-00-00,0000-00-00,António José Gonçalves Pereira,Gonçalves,António José Gonçalves,,cut,,see-aka,False,
179251,226213,Monção,1740-10-01,1746-10-01,António José Gonçalves,Pereira,António José Gonçalves Pereira,,add,,aka-see,False,
235633,230371,Algodres,0000-00-00,0000-00-00,António José da Silveira e Sousa,António José Homem da Silveira,António José Homem da Silveira,,rep,,see-aka,False,
230371,235633,Algodres,1740-10-01,1747-10-26,António José Homem da Silveira,António José da Silveira e Sousa,António José da Silveira e Sousa,,rep,Cânones,aka-see,False,
