,match,nome-geografico,uc-entrada,uc-saida,name,nome-vide,lookup,nome-pai,vide_type,faculdade,match_type,match_error,match_obs
189893,169797,Valezim,0000-00-00,0000-00-00,Manuel Martins Castelo Branco,Martins,Manuel Martins,,cut,Cânones,see-aka,False,
169797,189893,Valezim,1660-11-03,1667-10-15,Manuel Martins,Castelo Branco,Manuel Martins Castelo Branco,André Martins,add,Cânones,aka-see,False,
169604,183593,Coimbra,0000-00-00,0000-00-00,Manuel Martins,Maldonado,Manuel Martins Maldonado,António Martins,add,Cânones,see-aka,False,
183593,169604,Coimbra,1585-10-01,1594-06-15,Manuel Martins Maldonado,Martins,Manuel Martins,António Martins,cut,Cânones,aka-see,False,
183593,169604,Coimbra,1585-10-01,1594-06-15,Manuel Martins Maldonado,Martins,Manuel Martins,António Martins,cut,Leis,aka-see,False,
169613,222386,Coina,0000-00-00,0000-00-00,Manuel Martins,Paiva,Manuel Martins Paiva,,add,,see-aka,False,
222386,169613,Coina,1563-12-10,1573-07-29,Manuel Martins de Paiva,Martins,Manuel Martins,,cut,Cânones,aka-see,False,
169806,195923,Vila de Frades,0000-00-00,0000-00-00,Manuel Martins,Zarco,Manuel Martins Zarco,,add,Medicina,see-aka,False,
195923,169806,Vila de Frades,1651-10-14,1657-07-27,Manuel Martins Zarco,Martins,Manuel Martins,Gonçalo Martins,cut,Medicina,aka-see,False,
151548,172316,Sarzedas,0000-00-00,0000-00-00,Manuel de Matos Barriga,Matos,Manuel de Matos,,cut,Leis,see-aka,False,
172316,151548,Sarzedas,1651-10-20,1659-11-08,Manuel de Matos,Barriga,Manuel de Matos Barriga,,add,Leis,aka-see,False,
200164,229437,Montemor-o-Novo,0000-00-00,0000-00-00,Manuel de Melo,Silva,Manuel de Melo Silva,Florestão Lobo Cabral,add,,see-aka,False,
229437,200164,Montemor-o-Novo,1661-02-01,1675-05-20,Manuel de Melo da Silva,Melo,Manuel de Melo,Florestão Lobo Cabral,cut,Cânones,aka-see,False,
212796,242752,Viana do Alentejo,0000-00-00,0000-00-00,Manuel Mendes,Mendes,Manuel Mendes,Manuel Mendes Pimentel,cut,Cânones,see-aka,False,W01-Single match (asymmetric) data
151012,210221,Aveiro,0000-00-00,0000-00-00,Manuel Mendes Barbuda,Mendes,Manuel Mendes,Manuel Mendes,cut,Leis,see-aka,False,
210221,151012,Aveiro,1621-10-12,1636-10-10,Manuel Mendes,Barbuda,Manuel Mendes Barbuda,Manuel Mendes,add,Cânones,aka-see,False,
210221,151012,Aveiro,1621-10-12,1636-10-10,Manuel Mendes,Barbuda,Manuel Mendes Barbuda,Manuel Mendes,add,Leis,aka-see,False,
212803,210791,Valezim,0000-00-00,0000-00-00,Manuel Mendes,Cunha,Manuel Mendes Cunha,Domingos Mendes,add,,see-aka,False,
210791,212803,Valezim,1671-10-19,1678-06-22,Manuel Mendes da Cunha,Mendes,Manuel Mendes,,cut,Cânones,aka-see,False,
166019,211747,Rebalvia,0000-00-00,0000-00-00,Manuel Mendes Freire,Mendes,Manuel Mendes,,cut,Artes,see-aka,False,
211747,166019,Rebalvia,1600-10-21,1607-11-23,Manuel Mendes,Freire,Manuel Mendes Freire,Luís Mendes,add,Leis,aka-see,False,
172474,210287,Covilhã,0000-00-00,0000-00-00,Manuel Mendes de Matos,Mendes,Manuel Mendes,Francisco Mendes,cut,Cânones,see-aka,False,
210287,172474,Covilhã,1613-10-08,1620-03-18,Manuel Mendes,Matos,Manuel Mendes Matos,Francisco Mendes,add,Cânones,aka-see,False,
170558,212779,Trancoso,0000-00-00,0000-00-00,Manuel Mendes Nobre,Mendes,Manuel Mendes,,cut,Leis,see-aka,False,
212779,170558,Trancoso,1650-10-12,1652-10-20,Manuel Mendes,Nobre,Manuel Mendes Nobre,Jorge Mendes,add,Leis,aka-see,False,
210301,176409,Coimbra,0000-00-00,0000-00-00,Manuel Mendes,de Oliveira,Manuel Mendes de Oliveira,,add,,see-aka,False,
176409,210301,Coimbra,1667-10-01,1686-10-01,Manuel Mendes de Oliveira,Mendes,Manuel Mendes,,cut,Teologia,aka-see,False,
242752,,Viana do Alentejo,1612-10-27,1621-01-23,Manuel Mendes Pimentel,Mendes,Manuel Mendes,Manuel Mendes Pimentel,cut,Cânones,,False,W01-Single match (asymmetric) data
242752,,Viana do Alentejo,1612-10-27,1621-01-23,Manuel Mendes Pimentel,Mendes,Manuel Mendes,Manuel Mendes Pimentel,cut,Leis,,False,W01-Single match (asymmetric) data
210977,210257,Beco,0000-00-00,0000-00-00,Manuel Mendes de Vasconcelos,Mendes,Manuel Mendes,Manuel Mendes,cut,Cânones,see-aka,False,
210257,210977,Beco,1629-10-20,1637-05-27,Manuel Mendes,Vasconcelos,Manuel Mendes Vasconcelos,Manuel Mendes,add,Cânones,aka-see,False,
239297,210984,Ilha da Madeira,0000-00-00,0000-00-00,Manuel de Menezes,Manuel de Menezes e Vasconcelos,Manuel de Menezes e Vasconcelos,,rep,,see-aka,False,
210984,239297,Ilha da Madeira,1754-10-01,1760-06-08,Manuel de Menezes e Vasconcelos,Manuel de Menezes,Manuel de Menezes,Manuel José de Menezes,cut,Medicina,aka-see,False,
243544,130674,Buarcos,0000-00-00,0000-00-00,Manuel de Mesquita,Ferreira,Manuel de Mesquita Ferreira,Manuel Couceiro,add,Leis,see-aka,False,
130674,243544,Buarcos,1656-11-08,1664-07-24,Manuel Mesquita Ferreira,Mesquita,Manuel Mesquita,,cut,Leis,aka-see,False,
243550,248321,Vila Real,0000-00-00,0000-00-00,Manuel de Mesquita,Pinto,Manuel de Mesquita Pinto,Francisco de Mesquita,add,,see-see,False,
248321,243550,Vila Real,0000-00-00,0000-00-00,Manuel de Mesquita Pinto,Mesquita,Manuel de Mesquita,,cut,,see-see,False,
249298,183449,Coimbra,0000-00-00,0000-00-00,Manuel de Miranda,Maia,Manuel de Miranda Maia,,add,,see-aka,False,
183449,249298,Coimbra,1757-12-20,1761-10-01,Manuel de Miranda e Maia,Miranda,Manuel de Miranda,José António de Miranda,cut,Cânones,aka-see,False,
251408,201543,Pinheiro Velho,0000-00-00,0000-00-00,Manuel de Morais,Manuel de Morais Teixeira,Manuel de Morais Teixeira,,rep,,see-aka,False,
201543,251408,Pinheiro Velho,1754-10-01,1755-01-13,Manuel de Morais Teixeira,Manuel de Morais,Manuel de Morais,,cut,Cânones,aka-see,False,
128944,239094,São Pedro do Sul,0000-00-00,0000-00-00,Manuel da Mota Cabral,Mota,Manuel da Mota,,cut,,see-aka,False,
239094,128944,São Pedro do Sul,1616-11-12,1625-05-07,Manuel da Mota,Cabral,Manuel da Mota Cabral,Álvaro Mendes da Mota,add,Cânones,aka-see,False,
239094,128944,São Pedro do Sul,1616-11-12,1625-05-07,Manuel da Mota,Cabral,Manuel da Mota Cabral,Álvaro Mendes da Mota,add,Leis,aka-see,False,
220401,168107,Ouro,0000-00-00,0000-00-00,Manuel do Nascimento dos Santos,Nascimento,Manuel do Nascimento,,cut,,see-aka,False,
168107,220401,Ouro,1736-10-01,1741-10-01,Manuel do Nascimento,Santos,Manuel do Nascimento Santos,,add,Cânones,aka-see,False,
169972,241445,Coimbra,0000-00-00,0000-00-00,Manuel das Neves,Sousa,Manuel das Neves Sousa,,add,,see-aka,False,
241445,169972,Coimbra,1735-10-01,1741-10-01,Manuel das Neves Sousa,Neves,Manuel das Neves,,cut,Cânones,aka-see,False,
170495,170597,Sardoal,0000-00-00,0000-00-00,Manuel Nobre,Manuel Rodrigues Nobre,Manuel Rodrigues Nobre,,rep,,see-aka,False,
170597,170495,Sardoal,1664-10-01,1681-10-01,Manuel Rodrigues Nobre,Manuel Nobre,Manuel Nobre,,rep,Cânones,aka-see,False,
239493,171855,Arrifana de Sousa,0000-00-00,0000-00-00,Manuel de Noronha de Menezes,Noronha,Manuel de Noronha,,cut,,see-aka,False,
171855,239493,Arrifana de Sousa,1681-10-01,1687-10-01,Manuel de Noronha,Menezes,Manuel de Noronha Menezes,Nuno de Noronha,add,Cânones,aka-see,False,
171858,239487,Porto,0000-00-00,0000-00-00,Manuel de Noronha,e Menezes,Manuel de Noronha e Menezes,,add,,see-aka,False,
239487,171858,Porto,1708-10-01,1715-05-24,Manuel de Noronha e Menezes,Noronha,Manuel de Noronha,Garcia de Noronha,cut,Cânones,aka-see,False,
173513,141247,Pederneira,1657-10-12,1664-01-02,Manuel Nunes,Aguiar,Manuel Nunes Aguiar,,add,Cânones,aka-see,False,
141247,173513,Pedreneira,0000-00-00,0000-00-00,Manuel Nunes de Aguiar,Nunes,Manuel Nunes,,cut,Cânones,see-aka,False,
145293,173441,Almalaguês,0000-00-00,0000-00-00,Manuel Nunes Amado,Nunes,Manuel Nunes,,cut,,see-aka,False,
173441,145293,Almalaguês,1679-10-15,1679-10-15,Manuel Nunes,Amado,Manuel Nunes Amado,,add,Cânones,aka-see,False,
149914,173524,Porto,0000-00-00,0000-00-00,Manuel Nunes Baldoja,Nunes,Manuel Nunes,,cut,,see-aka,False,
173524,149914,Porto,1659-10-12,1665-07-17,Manuel Nunes,Baldoja,Manuel Nunes Baldoja,Bartolomeu Nunes,add,Cânones,aka-see,False,
129677,173521,Pomares,0000-00-00,0000-00-00,Manuel Nunes Calado,Nunes,Manuel Nunes,,cut,,see-aka,False,
173521,129677,Pomares,1733-10-01,1747-10-01,Manuel Nunes,Calado,Manuel Nunes Calado,Manuel Nunes,add,Cânones,aka-see,False,
173477,191331,Elvas,0000-00-00,0000-00-00,Manuel Nunes,Castro,Manuel Nunes Castro,André Pires Reimão,add,Cânones,see-aka,False,
191331,173477,Elvas,1586-10-04,1592-04-11,Manuel Nunes de Castro,Nunes,Manuel Nunes,André Pires Reimão,cut,Cânones,aka-see,False,
176205,150927,Eiras,0000-00-00,0000-00-00,Manuel de Oliveira,Barbosa,Manuel de Oliveira Barbosa,,add,,see-aka,False,
150927,176205,Eiras,1670-10-14,1676-10-19,Manuel de Oliveira Barbosa,Oliveira,Manuel de Oliveira,,cut,Medicina,aka-see,False,
176245,137641,São Martinho de Salreu,0000-00-00,0000-00-00,Manuel de Oliveira,Figueiredo,Manuel de Oliveira Figueiredo,João de Figueiredo,add,Cânones,see-aka,False,
137641,176245,São Martinho de Salreu,1660-10-23,1666-06-10,Manuel de Oliveira de Figueiredo,Oliveira,Manuel de Oliveira,,cut,Cânones,aka-see,False,
178987,176179,Arrabal,0000-00-00,0000-00-00,Manuel de Oliveira Gomes,Manuel de Oliveira,Manuel de Oliveira,,cut,,see-aka,False,
176179,178987,Arrabal,1758-10-01,1758-10-01,Manuel de Oliveira,Manuel de Oliveira Gomes,Manuel de Oliveira Gomes,,rep,Cursos jurídicos (Cânones ou Leis),aka-see,False,
176179,178987,Leiria,1758-10-01,1758-10-01,Manuel de Oliveira,Manuel de Oliveira Gomes,Manuel de Oliveira Gomes,,rep,Cursos jurídicos (Cânones ou Leis),aka-see,False,
250848,176193,Coimbra,0000-00-00,0000-00-00,Manuel de Oliveira Moniz,Oliveira,Manuel de Oliveira,,cut,,see-aka,False,
176193,250848,Coimbra,1686-10-01,1686-10-01,Manuel de Oliveira,Moniz,Manuel de Oliveira Moniz,,add,Cursos jurídicos (Cânones ou Leis),aka-see,False,
250423,176219,Fronteira,0000-00-00,0000-00-00,Manuel de Oliveira Preto,Oliveira,Manuel de Oliveira,,cut,,see-aka,False,
176219,250423,Fronteira,1621-01-31,1626-10-15,Manuel de Oliveira,Preto,Manuel de Oliveira Preto,,add,Cânones,aka-see,False,
176239,241451,Porto,0000-00-00,0000-00-00,Manuel de Oliveira,e Sousa,Manuel de Oliveira e Sousa,,add,,see-aka,False,
241451,176239,Porto,1682-10-15,1691-12-25,Manuel de Oliveira e Sousa,Oliveira,Manuel de Oliveira,,cut,Cânones,aka-see,False,
176207,242788,Évora,0000-00-00,0000-00-00,Manuel de Oliveira,Souto,Manuel de Oliveira Souto,,add,,see-aka,False,
242788,176207,Évora,1689-10-15,1690-03-16,Manuel de Oliveira Souto,Oliveira,Manuel de Oliveira,,cut,Medicina,aka-see,False,
176853,145626,Almeida,0000-00-00,0000-00-00,Manuel Osório,Amaral,Manuel Osório Amaral,,add,Leis,see-aka,False,
145626,176853,Almeida,1649-10-20,1657-02-13,Manuel Osório do Amaral,Osório,Manuel Osório,Simão do Amaral,cut,Cânones,aka-see,False,
145626,176853,Almeida,1649-10-20,1657-02-13,Manuel Osório do Amaral,Osório,Manuel Osório,Simão do Amaral,cut,Leis,aka-see,False,
206318,176854,Arrifana de Sousa,0000-00-00,0000-00-00,Manuel Osório Coutinho,Osório,Manuel Osório,,cut,Cânones,see-aka,False,
176854,206318,Arrifana de Sousa,1651-10-14,1658-07-23,Manuel Osório,Coutinho,Manuel Osório Coutinho,,add,Cânones,aka-see,False,
220382,241466,Açores,1602-02-07,1610-03-24,Manuel Pacheco,Sousa,Manuel Pacheco Sousa,Miguel Pacheco,add,Leis,aka-see,False,
241466,220382,Ilha de São Miguel,0000-00-00,0000-00-00,Manuel Pacheco de Sousa,Pacheco,Manuel Pacheco,,cut,,see-aka,False,
220382,241466,Ilha de São Miguel,1602-02-07,1610-03-24,Manuel Pacheco,Sousa,Manuel Pacheco Sousa,Miguel Pacheco,add,Leis,aka-see,False,
222555,201552,Coimbra,0000-00-00,0000-00-00,Manuel Paixão,Teixeira,Manuel Paixão Teixeira,,add,,see-aka,False,
201552,222555,Coimbra,1658-11-05,1661-10-15,Manuel da Paixão Teixeira,Paixão,Manuel da Paixão,António Francisco,cut,Teologia,aka-see,False,
223474,238368,Vila Viçosa,0000-00-00,0000-00-00,Manuel Pazes,Pereira,Manuel Pazes Pereira,,add,,see-aka,False,
238368,223474,Vila Viçosa,1733-10-01,1739-05-30,Manuel Pazes Pereira,Pazes,Manuel Pazes,Manuel Rodrigues Pazes,cut,Leis,aka-see,False,
229471,129235,Espinhal,0000-00-00,0000-00-00,Manuel Pereira da Silva,Caldas,Manuel Pereira da Silva Caldas,,add,,see-aka,False,
129235,229471,Espinhal,1732-10-01,1739-05-11,Manuel Pereira da Silva e Caldas,Silva,Manuel Pereira da Silva,Bernardo Pereira da Silva,cut,Leis,aka-see,False,
237742,144002,Verride,0000-00-00,0000-00-00,Manuel Pereira,de Almeida,Manuel Pereira de Almeida,,add,,see-aka,False,
144002,237742,Verride,1669-10-01,1679-06-22,Manuel Pereira de Almeida,Pereira,Manuel Pereira,Manuel de Almeida,cut,Cânones,aka-see,False,
151467,237749,Viana,0000-00-00,0000-00-00,Manuel Pereira Barreto,Pereira,Manuel Pereira,Francisco Pereira,cut,Cânones,see-aka,False,
237749,151467,Viana,1617-10-16,1626-10-14,Manuel Pereira,Barreto,Manuel Pereira Barreto,Francisco Pereira,add,Cânones,aka-see,False,
237553,191348,Monção,1597-10-13,1604-11-02,Manuel Pereira,Castro,Manuel Pereira Castro,Manuel Pereira,add,Cânones,aka-aka,False,
191348,237553,Monção,1605-11-15,1606-05-13,Manuel Pereira de Castro,Pereira,Manuel Pereira,Manuel Pereira,cut,Cânones,aka-aka,False,
237727,137661,Tavarede,0000-00-00,0000-00-00,Manuel Pereira,de Figueiredo,Manuel Pereira de Figueiredo,,add,,see-aka,False,
137661,237727,Tavarede,1603-11-04,1608-10-11,Manuel Pereira de Figueiredo,Pereira,Manuel Pereira,,cut,Cânones,aka-see,False,
237319,253334,Canaveses,0000-00-00,0000-00-00,Manuel Pereira,Monteiro,Manuel Pereira Monteiro,,add,,see-aka,False,
253334,237319,Canavezes,1638-10-29,1649-05-15,Manuel Pereira Monteiro,Pereira,Manuel Pereira,Diogo Monteiro,cut,Cânones,aka-see,False,
253334,237319,Canavezes,1638-10-29,1649-05-15,Manuel Pereira Monteiro,Pereira,Manuel Pereira,Diogo Monteiro,cut,Leis,aka-see,False,
170592,237285,Barreira,1733-10-01,1739-07-26,Manuel Pereira Nobre,Pereira,Manuel Pereira,Manuel Dias,cut,Cânones,aka-see,False,
237285,170592,Barreiro,0000-00-00,0000-00-00,Manuel Pereira,Nobre,Manuel Pereira Nobre,,add,,see-aka,False,
176424,237352,Coimbra,0000-00-00,0000-00-00,Manuel Pereira de Oliveira,Pereira,Manuel Pereira,,cut,,see-aka,False,
237352,176424,Coimbra,1664-10-01,1680-01-21,Manuel Pereira,Oliveira,Manuel Pereira Oliveira,Manuel de Oliveira,add,Cânones,aka-see,False,
243244,240853,Penela,0000-00-00,0000-00-00,Manuel Pestana de Pina,Pestana,Manuel Pestana,,cut,,see-aka,False,
240853,243244,Penela,1658-10-23,1669-11-20,Manuel Pestana,de Pina,Manuel Pestana de Pina,,add,Medicina,aka-see,False,
198764,241533,Ponte da Barca,0000-00-00,0000-00-00,Manuel Pimenta Taveira,Pimenta,Manuel Pimenta,,cut,,see-aka,False,
241533,198764,Ponte da Barca,1610-10-21,1624-02-27,Manuel Pimenta,Taveira,Manuel Pimenta Taveira,Gonçalo Pimenta,add,Cânones,aka-see,False,
241533,198764,Ponte da Barca,1610-10-21,1624-02-27,Manuel Pimenta,Taveira,Manuel Pimenta Taveira,Gonçalo Pimenta,add,Leis,aka-see,False,
198457,170969,Vinhó,0000-00-00,0000-00-00,Manuel de Pina Furtado Proença Tavares,Manuel de Pina Furtado,Manuel de Pina Furtado,,cut,,see-aka,False,
170969,198457,Vinhó,1758-10-01,1762-10-01,Manuel de Pina Furtado,Manuel de Pina Furtado Proença Tavares,Manuel de Pina Furtado Proença Tavares,,rep,Cânones,aka-see,False,
211023,234125,Santa Eulália,0000-00-00,0000-00-00,Manuel Pinheiro de Soutomaior e Vasconcelos,Soutomaior,Manuel Pinheiro de Soutomaior,,cut,,see-aka,False,
234125,211023,Santa Eulália,1725-10-01,1732-10-01,Manuel Pinheiro Soutomaior,Vasconcelos,Manuel Pinheiro Soutomaior Vasconcelos,,add,Cânones,aka-see,False,
244407,148321,Abrantes,0000-00-00,0000-00-00,Manuel Pinheiro,Arnaut,Manuel Pinheiro Arnaut,,add,,see-aka,False,
148321,244407,Abrantes,1654-10-20,1661-10-17,Manuel Pinheiro Arnaut,Pinheiro,Manuel Pinheiro,,cut,Leis,aka-see,False,
198283,198459,Canedo,0000-00-00,0000-00-00,Manuel Tavares,Pinto Tavares,Manuel Pinto Tavares,,repap,,see-aka,False,
198459,198283,Canedo,1719-10-01,1727-07-05,Manuel Pinto Tavares,Manuel Tavares,Manuel Tavares,,rep,Cânones,aka-see,False,
248073,159528,Travanca,0000-00-00,0000-00-00,Manuel Pinto,Fonseca,Manuel Pinto Fonseca,António Domingos,add,Cânones,see-aka,False,
159528,248073,Travanca,1641-01-08,1653-06-23,Manuel Pinto da Fonseca,Pinto,Manuel Pinto,António Domingos,cut,Cânones,aka-see,False,
181565,248105,Lamego,0000-00-00,0000-00-00,Manuel Pinto de Macedo,Pinto,Manuel Pinto,,cut,,see-aka,False,
248105,181565,Lamego,1611-03-19,1618-10-11,Manuel Pinto,Macedo,Manuel Pinto Macedo,Marcos Fernandes,add,Medicina,aka-see,False,
248008,181564,Águeda,0000-00-00,0000-00-00,Manuel Pinto,Macedo,Manuel Pinto Macedo,Manuel de Almeida,add,Cânones,see-aka,False,
181564,248008,Águeda,1641-10-11,1651-07-24,Manuel Pinto de Macedo,Pinto,Manuel Pinto,,cut,Cânones,aka-see,False,
248026,253339,São  Romão,1671-10-01,1678-06-25,Manuel Pinto,Monteiro,Manuel Pinto Monteiro,,add,Cânones,aka-see,False,
253339,248026,São Romão,0000-00-00,0000-00-00,Manuel Pinto Monteiro,Pinto,Manuel Pinto,Manuel Duarte,cut,,see-aka,False,
248075,251503,Évora,0000-00-00,0000-00-00,Manuel Pinto,Morais,Manuel Pinto Morais,,add,,see-aka,False,
251503,248075,Évora,1609-03-03,1611-06-16,Manuel Pinto de Morais,Pinto,Manuel Pinto,Vicente Pinto,cut,Medicina,aka-see,False,
136106,248043,Coimbra,0000-00-00,0000-00-00,Manuel Pinto Rebelo,Pinto,Manuel Pinto,,cut,,see-aka,False,
248043,136106,Coimbra,1722-11-03,1729-10-29,Manuel Pinto,Rebelo,Manuel Pinto Rebelo,,add,Leis,aka-see,False,
189621,248146,Mesão Frio,0000-00-00,0000-00-00,Manuel Pinto da Rocha,Pinto,Manuel Pinto,Amador Pinto,cut,Cânones,see-aka,False,
248146,189621,Mesão Frio,1579-10-16,1589-06-05,Manuel Pinto,Rocha,Manuel Pinto Rocha,Amador Pinto,add,Cânones,aka-see,False,
248077,232970,Évora,0000-00-00,0000-00-00,Manuel Pinto,Soares,Manuel Pinto Soares,Pedro Pinto,add,Leis,see-aka,False,
232970,248077,Évora,1643-12-15,1650-10-29,Manuel Pinto Soares,Pinto,Manuel Pinto,Pedro Pinto,cut,Leis,aka-see,False,
133944,139730,Messejana,0000-00-00,0000-00-00,Manuel Ramos,Carneiro,Manuel Ramos Carneiro,,add,,see-aka,False,
139730,133944,Messejana,1724-10-01,1730-07-04,Manuel Ramos Carneiro,Ramos,Manuel Ramos,Pedro Carneiro,cut,Leis,aka-see,False,
135855,248357,Aveiro,0000-00-00,0000-00-00,Manuel Rebelo,Pinto,Manuel Rebelo Pinto,,add,,see-aka,False,
248357,135855,Aveiro,1619-10-02,1631-10-18,Manuel Rebelo Pinto,Rebelo,Manuel Rebelo,,cut,Cânones,aka-see,False,
136704,227086,Ilha de São Miguel,0000-00-00,0000-00-00,Manuel do Rego,,Manuel do Rego,Gonçalo de Sousa,novid,Cânones,see-see,False,W01-Single match (asymmetric) data
227086,,Ilha de São Miguel,0000-00-00,0000-00-00,Manuel do Rego Lima,Rego,Manuel do Rego,,cut,,,False,W01-Single match (asymmetric) data
131598,137442,Ançã,0000-00-00,0000-00-00,Manuel dos Reis Camelo,Reis,Manuel dos Reis,,cut,,see-aka,False,
137442,131598,Ançã,1726-10-01,1733-10-01,Manuel dos Reis,Camelo,Manuel dos Reis Camelo,,add,Cânones,aka-see,False,
253341,137466,Lisboa,0000-00-00,0000-00-00,Manuel dos Reis Monteiro,Reis,Manuel dos Reis,,cut,,see-aka,False,
137466,253341,Lisboa,1731-10-01,1736-10-01,Manuel dos Reis,Monteiro,Manuel dos Reis Monteiro,,add,Cânones,aka-see,False,
137451,229518,Celorico,0000-00-00,0000-00-00,Manuel dos Reis,Silva,Manuel dos Reis Silva,,add,,see-aka,False,
229518,137451,Celorico,1651-10-16,1659-12-03,Manuel dos Reis da Silva,Reis,Manuel dos Reis,,cut,Leis,aka-see,False,
165838,149612,Porto,0000-00-00,0000-00-00,Manuel Ribeiro,Azevedo,Manuel Ribeiro Azevedo,,add,Cânones,see-aka,False,
149612,165838,Porto,1671-10-01,1678-10-15,Manuel Ribeiro de Azevedo,Ribeiro,Manuel Ribeiro,,cut,Cânones,aka-see,False,
166365,227089,Viana,0000-00-00,0000-00-00,Manuel Ribeiro,Lima,Manuel Ribeiro Lima,António Ribeiro Vieira,add,,see-aka,False,
227089,166365,Viana,1670-10-16,1677-07-20,Manuel Ribeiro de Lima,Ribeiro,Manuel Ribeiro,António Ribeiro Vieira,cut,Cânones,aka-see,False,
165836,251815,Portalegre,0000-00-00,0000-00-00,Manuel Ribeiro,Morato,Manuel Ribeiro Morato,Manuel Cordeiro,add,Cânones,see-aka,False,
251815,165836,Portalegre,1644-10-01,1650-02-24,Manuel Ribeiro Morato,Ribeiro,Manuel Ribeiro,Manuel Cordeiro,cut,Cânones,aka-see,False,
243351,165844, Constância,0000-00-00,0000-00-00,Manuel Ribeiro Pinhão,Ribeiro,Manuel Ribeiro,Pedro Ribeiro,cut,Cânones,see-aka,False,
165844,243351, Constância,1623-10-09,1628-11-12,Manuel Ribeiro,Pinhão,Manuel Ribeiro Pinhão,Pedro Ribeiro,add,Cânones,aka-see,False,
243351,165844,Punhete,0000-00-00,0000-00-00,Manuel Ribeiro Pinhão,Ribeiro,Manuel Ribeiro,Pedro Ribeiro,cut,Cânones,see-aka,False,
165844,243351,Punhete,1623-10-09,1628-11-12,Manuel Ribeiro,Pinhão,Manuel Ribeiro Pinhão,Pedro Ribeiro,add,Cânones,aka-see,False,
248370,166358,Tomar,0000-00-00,0000-00-00,Manuel Ribeiro Pinto,Ribeiro,Manuel Ribeiro,,cut,,see-aka,False,
166358,248370,Tomar,1625-10-15,1635-11-10,Manuel Ribeiro,Pinto,Manuel Ribeiro Pinto,Constantino Ribeiro,add,Cânones,aka-see,False,
166366,222131,Viana,0000-00-00,0000-00-00,Manuel Ribeiro,Seixas,Manuel Ribeiro Seixas,,add,,see-aka,False,
222131,166366,Viana,1660-03-01,1666-07-31,Manuel Ribeiro Seixas,Ribeiro,Manuel Ribeiro,João Ribeiro,cut,Teologia,aka-see,False,
215482,172242,Aveiro,0000-00-00,0000-00-00,Manuel Robles de Sampaio,Robles,Manuel Robles,,cut,,see-aka,False,
172242,215482,Aveiro,1622-10-12,1626-10-15,Manuel Robles,Sampaio,Manuel Robles Sampaio,Bartolomeu Dias,add,Cânones,aka-see,False,
242763,173580,Açores,0000-00-00,0000-00-00,Manuel Rodrigues Nunes Pimentel,Nunes,Manuel Rodrigues Nunes,,cut,,see-aka,False,
242763,173580,Ilha Terceira,0000-00-00,0000-00-00,Manuel Rodrigues Nunes Pimentel,Nunes,Manuel Rodrigues Nunes,,cut,,see-aka,False,
173580,242763,Ilha Terceira,1728-10-01,1733-07-27,Manuel Rodrigues Nunes,Pimentel,Manuel Rodrigues Nunes Pimentel,,add,Cânones,aka-see,False,
158366,216590,Coimbra,0000-00-00,0000-00-00,Manuel Rodrigues de Carvalho,Rodrigues,Manuel Rodrigues,,cut,Medicina,see-aka,False,
216590,158366,Coimbra,1698-10-01,1704-10-01,Manuel Rodrigues,Carvalho,Manuel Rodrigues Carvalho,Manuel Rodrigues,add,Medicina,aka-see,False,
181145,216617,Évora,0000-00-00,0000-00-00,Manuel Rodrigues de Gusmão,Rodrigues,Manuel Rodrigues,Manuel Rodrigues,cut,Cânones,see-aka,False,
216617,181145,Évora,1652-10-15,1658-05-08,Manuel Rodrigues,Gusmão,Manuel Rodrigues Gusmão,,add,Cânones,aka-see,False,
216595,200805,Estremoz,0000-00-00,0000-00-00,Manuel Rodrigues,Leão,Manuel Rodrigues Leão,,add,(?),see-aka,False,
200805,216595,Estremoz,1641-10-23,1646-06-05,Manuel Rodrigues Leão,Rodrigues,Manuel Rodrigues,Manuel Soares,cut,Leis,aka-see,False,
182145,215193,Abrantes,1604-10-11,1611-05-20,Manuel Rodrigues Machado,Rodrigues,Manuel Rodrigues,Manuel Machado,cut,Cânones,aka-aka,False,
182145,215193,Abrantes,1604-10-11,1611-05-20,Manuel Rodrigues Machado,Rodrigues,Manuel Rodrigues,Manuel Machado,cut,Leis,aka-aka,False,
215193,182145,Abrantes,1604-10-11,1609-10-14,Manuel Rodrigues,Machado,Manuel Rodrigues Machado,Manuel Machado,add,Leis,aka-aka,False,
218465,168355,Moura,0000-00-00,0000-00-00,Manuel Rodrigues,Navarro,Manuel Rodrigues Navarro,Simão Rodrigues,add,Leis,see-aka,False,
168355,218465,Moura,1580-04-24,1588-10-04,Manuel Rodrigues Navarro,Rodrigues,Manuel Rodrigues,Simão Rodrigues,cut,Leis,aka-see,False,
216810,238410,Lisboa,0000-00-00,0000-00-00,Manuel Rodrigues,Pereira,Manuel Rodrigues Pereira,Afonso Rodrigues,add,Leis,see-aka,False,
238410,216810,Lisboa,1644-10-17,1650-06-27,Manuel Rodrigues Pereira,Rodrigues,Manuel Rodrigues,Afonso Rodrigues,cut,Cânones,aka-see,False,
238410,216810,Lisboa,1644-10-17,1650-06-27,Manuel Rodrigues Pereira,Rodrigues,Manuel Rodrigues,Afonso Rodrigues,cut,Leis,aka-see,False,
215942,136110,Campeã,0000-00-00,0000-00-00,Manuel Rodrigues,Rebelo,Manuel Rodrigues Rebelo,,add,,see-aka,False,
