pop,date_in,date_max,name,name_normalized,id_ine_inspire,geonamesid,context_0,context_1,context_2,context_3,country,gaz_id_explicit,latitude,longitude,code,dsg,level,inside,address,geonames_name,gazetteer,total_score,date,wikidata_id
1,1872-10-15,1872-10-15,Piães,Piães,,,Piães,,,,Portugal,,,,,,,,,,,,,
1,1714-10-01,1714-10-01,Poacariça,Poacariça,,,Poacariça,,,,Portugal,,,,,,,,,,,,,
1,1729-10-01,1729-10-01,Poaires,Poaires,,,Poaires,,,,Portugal,,,,,,,,,,,,,
1,1853-07-13,1853-07-13,"Pocinho, Porto","Pocinho, Porto",,,Pocinho,Porto,,,Portugal,,,,,,,,,,,,,
1,1723-10-01,1723-10-01,Podente,Podente,,,Podente,,,,Portugal,,,,,,,,,,,,,
1,1633-10-15,1633-10-15,Poença a Nova,Poença a Nova,,,Poença a Nova,,,,Portugal,,,,,,,,,,,,,
1,1860-10-04,1860-10-04,"Poiares, Coimbra","Poiares, Coimbra",,2736124,Poiares,Coimbra,,,Portugal,,40.21026,-8.25746,PRT.7.17.3_1,Poiares (Santo André),3.0,PRT.7.17_1,"Poiares, Poiares (Santo André), Vila Nova de Poiares, Coimbra",Poiares,geonames-pt,15.0,2024-11-10 14:52:30.437169,Q49288104
1,1749-10-01,1749-10-01,"Poiares, Douro","Poiares, Douro",,,Poiares,Douro,,,Portugal,,,,,,,,,,,,,
1,1750-01-15,1750-01-15,"Poiares, Freixo de Espada à Cinta","Poiares, Freixo de Espada à Cinta",,8011474,Poiares,Freixo de Espada à Cinta,,,Portugal,,41.05898,-6.87608,PRT.5.4.6_1,Poiares,3.0,PRT.5.4_1,"Poiares, Poiares, Freixo de Espada à Cinta, Bragança",Poiares,geonames-pt,20.0,2024-11-10 14:52:30.105688,Q1024805
1,1894-10-13,1894-10-13,"Poiares, Peso da Régua","Poiares, Peso da Régua",,8013658,Poiares,Peso da Régua,,,Portugal,,41.18714,-7.71669,PRT.19.8.9_1,Poiares,3.0,PRT.19.8_1,"Poiares, Poiares, Peso da Régua, Vila Real",Poiares,geonames-pt,20.0,2024-11-10 14:52:30.126637,Q250445
1,1614-10-14,1614-10-14,"Poiares, Semide","Poiares, Semide",,,Poiares,Semide,,,Portugal,,,,,,,,,,,,,
1,1761-10-01,1761-10-01,"Poiares, São Miguel","Poiares, São Miguel",,,Poiares,São Miguel,,,Portugal,,,,,,,,,,,,,
1,1758-10-01,1758-10-01,"Poiares, Tràs-os-Montes","Poiares, Tràs-os-Montes",,,Poiares,Tràs-os-Montes,,,Portugal,,,,,,,,,,,,,
1,1784-10-12,1784-10-12,"Poieradas, Mirandela","Poieradas, Mirandela",,,Poieradas,Mirandela,,,Portugal,,,,,,,,,,,,,
1,1841-10-16,1841-10-16,Polvarinho,Polvarinho,,,Polvarinho,,,,Portugal,,,,,,,,,,,,,
1,1835-10-10,1835-10-10,"Polveirinha, Castelo Branco","Polveirinha, Castelo Branco",,,Polveirinha,Castelo Branco,,,Portugal,,,,,,,,,,,,,
1,1746-10-01,1746-10-01,Polvoreira,Polvoreira,,8011203,Polvoreira,,,,Portugal,,41.41166,-8.30063,PRT.4.8.47_1,Polvoreira,3.0,PRT.4.8_1,"Polvoreira, Polvoreira, Guimarães, Braga",Polvoreira,geonames-pt,15.0,2024-11-10 14:52:32.076781,Q1022722
1,1728-10-01,1728-10-01,Pomar,Pomar,,,Pomar,,,,Portugal,,,,,,,,,,,,,
1,1728-12-10,1728-12-10,Pomarelho,Pomarelho,,,Pomarelho,,,,Portugal,,,,,,,,,,,,,
1,1763-12-01,1763-12-01,Pomarelhos,Pomarelhos,,2736102,Pomarelhos,,,,Portugal,,41.25586,-7.78586,PRT.19.14.23_1,Torgueda,3.0,PRT.19.14_1,"Pomarelhos, Torgueda, Vila Real, Vila Real",Pomarelhos,geonames-pt,10.0,2024-11-10 14:52:33.418423,*notfound*
1,1877-10-12,1877-10-12,"Pomares, Coimbra","Pomares, Coimbra",,8011765,Pomares,Coimbra,,,Portugal,,40.25153,-7.86869,PRT.7.1.12_1,Pomares,3.0,PRT.7.1_1,"Pomares, Pomares, Arganil, Coimbra",Pomares,geonames-pt,20.0,2024-11-10 14:52:29.795284,Q3111
1,1762-12-01,1762-12-01,"Pomares, Mortágua","Pomares, Mortágua",,2736100,Pomares,Mortágua,,,Portugal,,40.40036,-8.29137,PRT.20.8.4_1,Espinho,3.0,PRT.20.8_1,"Pomares, Espinho, Mortágua, Viseu",Pomares,geonames-pt,15.0,2024-11-10 14:52:32.440405,*notfound*
1,1652-01-27,1652-01-27,Pombal ou Coimbra,Pombal ou Coimbra,,,Pombal ou Coimbra,,,,Portugal,,,,,,,,,,,,,
1,1745-10-01,1745-10-01,"Pombal, Anciães","Pombal, Anciães",,2264578,Pombal,Anciães,,,Portugal,,37.20423,-7.99199,PRT.9.8.9_1,Querença,3.0,PRT.9.8_1,"Pombal, Querença, Loulé, Faro",Pombal,geonames-pt,10.0,2024-11-10 14:52:33.543746,*notfound*
1,1741-10-01,1741-10-01,"Pombal, Redondos","Pombal, Redondos",,,Pombal,Redondos,,,Portugal,,,,,,,,,,,,,
1,1764-10-01,1764-10-01,"Pombal, Santarém","Pombal, Santarém",,2264571,Pombal,Santarém,,,Portugal,,39.21348,-8.22503,PRT.16.7.3_1,Chouto,3.0,PRT.16.7_1,"Pombas, Chouto, Chamusca, Santarém",Pombas,geonames-pt,13.333333333333334,2024-11-10 14:52:32.851221,*notfound*
1,1779-11-06,1779-11-06,"Pombal, Torre","Pombal, Torre",,,Pombal,Torre,,,Portugal,,,,,,,,,,,,,
1,1741-10-01,1741-10-01,Pombarinho,Pombarinho,,,Pombarinho,,,,Portugal,,,,,,,,,,,,,
1,1877-10-12,1877-10-12,Pombeiras,Pombeiras,,2736083,Pombeiras,,,,Portugal,,40.26624,-8.11222,PRT.7.1.14_1,São Martinho da Cortiça,3.0,PRT.7.1_1,"Pombeiras, São Martinho da Cortiça, Arganil, Coimbra",Pombeiras,geonames-pt,10.0,2024-11-10 14:52:33.419318,*notfound*
1,1897-10-13,1897-10-13,"Pombeiro, Felgueiras","Pombeiro, Felgueiras",,2736081,Pombeiro,Felgueiras,,,Portugal,,41.38534,-8.22522,PRT.15.3.16_1,Pombeiro de Ribavizela,3.0,PRT.15.3_1,"Pombeiro, Pombeiro de Ribavizela, Felgueiras, Porto",Pombeiro,geonames-pt,15.0,2024-11-10 14:52:32.507977,*notfound*
1,1763-10-01,1763-10-01,"Pombeiro, Guimarães","Pombeiro, Guimarães",,,Pombeiro,Guimarães,,,Portugal,,,,,,,,,,,,,
1,1859-06-07,1859-06-07,"Pombeiro, Porto","Pombeiro, Porto",,2736081,Pombeiro,Porto,,,Portugal,,41.38534,-8.22522,PRT.15.3.16_1,Pombeiro de Ribavizela,3.0,PRT.15.3_1,"Pombeiro, Pombeiro de Ribavizela, Felgueiras, Porto",Pombeiro,geonames-pt,15.0,2024-11-10 14:52:32.532768,*notfound*
1,1671-10-01,1671-10-01,"Pombeiro, Viseu","Pombeiro, Viseu",,,Pombeiro,Viseu,,,Portugal,,,,,,,,,,,,,
1,1764-10-01,1764-10-01,Ponais,Ponais,,,Ponais,,,,Portugal,,,,,,,,,,,,,
1,1674-10-01,1674-10-01,Pondrais,Pondrais,,,Pondrais,,,,Portugal,,,,,,,,,,,,,
1,1591-11-06,1591-11-06,Ponheiro,Ponheiro,,,Ponheiro,,,,Portugal,,,,,,,,,,,,,
1,1769-10-01,1769-10-01,"Ponta Delgada, Ilha de São MIguel","Ponta Delgada, Ilha de São MIguel",,3373145,Ponta Delgada,Ilha de São MIguel,,,Portugal,,39.52324,-31.2063,,,,,,Ponta Delgada,geonames-pt,10.0,2024-11-10 14:52:33.638555,*notfound*
1,1577-10-02,1577-10-02,"Ponta Delgada, Ilha de São Miguel","Ponta Delgada, Ilha de São Miguel",,3373145,Ponta Delgada,Ilha de São Miguel,,,Portugal,,39.52324,-31.2063,,,,,,Ponta Delgada,geonames-pt,10.0,2024-11-10 14:52:33.639464,*notfound*
1,1886-06-02,1886-06-02,"Ponta Delgada, Ilha de São Miguel -Açores","Ponta Delgada, Ilha de São Miguel -Açores",,3373145,Ponta Delgada,Ilha de São Miguel -Açores,,,Portugal,,39.52324,-31.2063,,,,,,Ponta Delgada,geonames-pt,10.0,2024-11-10 14:52:33.640386,*notfound*
1,1903-10-06,1903-10-06,"Ponta Delgado, Açores","Ponta Delgado, Açores",,6941014,Ponta Delgado,Açores,,,Portugal,,37.73952,-25.66874,PRT.2.10.15_1,Ponta Delgada (São Sebastião),3.0,PRT.2.10_1,"Ponta Delgada, Ponta Delgada (São Sebastião), Ponta Delgada, Azores",Ponta Delgada,geonames-pt,13.397435897435898,2024-11-10 14:52:32.830910,Q49278070
1,1649-10-23,1649-10-23,Ponta da Barca,Ponta da Barca,,,Ponta da Barca,,,,Portugal,,,,,,,,,,,,,
1,1901-10-14,1901-10-14,"Ponta do Pargo, Calheta","Ponta do Pargo, Calheta",,8014662,Ponta do Pargo,Calheta,,,Portugal,,32.80633,-17.23554,PRT.13.1.7_1,Ponta do Pargo,3.0,PRT.13.1_1,"Ponta do Pargo, Ponta do Pargo, Calheta, Madeira",Ponta do Pargo,geonames-pt,20.0,2024-11-10 14:52:29.796319,Q2598492
1,1907-10-08,1907-10-08,"Ponta do Sal, Funchal, Ilha da Madeira","Ponta do Sal, Funchal, Ilha da Madeira",,2263646,Ponta do Sal,Funchal,Ilha da Madeira,,Portugal,,38.68333,-9.36667,,,,,,Ponta do Sal,geonames-pt,10.0,2024-11-10 14:52:33.635881,*notfound*
1,1896-10-13,1896-10-13,"Ponta do Sol, I Madeira","Ponta do Sol, I Madeira",,8010677,Ponta do Sol,I Madeira,,,Portugal,,32.70856,-17.10373,PRT.13.5.3_1,Ponta do Sol,3.0,PRT.13.5_1,"Ponta do Sol, Ponta do Sol, Ponta do Sol, Madeira",Ponta do Sol,geonames-pt,23.88888888888889,2024-11-10 14:52:29.211180,Q33707656
1,1754-10-01,1754-10-01,Ponte Delgada,Ponte Delgada,,,Ponte Delgada,,,,Portugal,,,,,,,,,,,,,
1,1906-10-10,1906-10-10,"Ponte Delgada, Açores","Ponte Delgada, Açores",,6941014,Ponte Delgada,Açores,,,Portugal,,37.73952,-25.66874,PRT.2.10.15_1,Ponta Delgada (São Sebastião),3.0,PRT.2.10_1,"Ponta-Delgada, Ponta Delgada (São Sebastião), Ponta Delgada, Azores",Ponta-Delgada,geonames-pt,12.628205128205128,2024-11-10 14:52:32.885719,Q49278070
1,1896-10-13,1896-10-13,"Ponte Fora, Oliveira de Frades","Ponte Fora, Oliveira de Frades",,2736039,Ponte Fora,Oliveira de Frades,,,Portugal,,40.70099,-8.21187,PRT.20.10.5_1,Pinheiro,3.0,PRT.20.10_1,"Ponte Fora, Pinheiro, Oliveira de Frades, Viseu",Ponte Fora,geonames-pt,15.0,2024-11-10 14:52:32.362539,*notfound*
1,1586-10-07,1586-10-07,Ponte Vedra,Ponte Vedra,,,Ponte Vedra,,,,Portugal,,,,,,,,,,,,,
1,1677-10-19,1677-10-19,Ponte da Arroeira,Ponte da Arroeira,,,Ponte da Arroeira,,,,Portugal,,,,,,,,,,,,,
1,1608-10-15,1608-10-15,Ponte da Barea,Ponte da Barea,,,Ponte da Barea,,,,Portugal,,,,,,,,,,,,,
1,1898-10-03,1898-10-03,Ponte da Barra,Ponte da Barra,,,Ponte da Barra,,,,Portugal,,,,,,,,,,,,,
1,1893-10-20,1893-10-20,Ponte da Mucela,Ponte da Mucela,,2736053,Ponte da Mucela,,,,Portugal,,40.25264,-8.1971,PRT.7.1.14_1,São Martinho da Cortiça,3.0,PRT.7.1_1,"Ponte da Mucela, São Martinho da Cortiça, Arganil, Coimbra",Ponte da Mucela,geonames-pt,10.0,2024-11-10 14:52:33.420217,*notfound*
1,1681-10-01,1681-10-01,Ponte de,Ponte de,,,Ponte de,,,,Portugal,,,,,,,,,,,,,
1,1612-10-15,1612-10-15,"Ponte de Barca, Braga","Ponte de Barca, Braga",,,Ponte de Barca,Braga,,,Portugal,,,,,,,,,,,,,
1,1821-11-05,1821-11-05,"Ponte de Cadima, Coimbra","Ponte de Cadima, Coimbra",,,Ponte de Cadima,Coimbra,,,Portugal,,,,,,,,,,,,,
1,1767-10-01,1767-10-01,Ponte de Caves,Ponte de Caves,,,Ponte de Caves,,,,Portugal,,,,,,,,,,,,,
1,1852-10-28,1852-10-28,"Ponte de Ceras, Santarém","Ponte de Ceras, Santarém",,,Ponte de Ceras,Santarém,,,Portugal,,,,,,,,,,,,,
1,1582-11-21,1582-11-21,Ponte de Lima (Viana),Ponte de Lima (Viana),,,Ponte de Lima (Viana),,,,Portugal,,,,,,,,,,,,,
1,1737-10-01,1737-10-01,"Ponte de Lima, Barrio","Ponte de Lima, Barrio",,,Ponte de Lima,Barrio,,,Portugal,,,,,,,,,,,,,
1,1650-10-08,1650-10-08,"Ponte de Lima, Coura","Ponte de Lima, Coura",,,Ponte de Lima,Coura,,,Portugal,,,,,,,,,,,,,
1,1592-10-12,1592-10-12,"Ponte de Lima, Terras do Bouro","Ponte de Lima, Terras do Bouro",,,Ponte de Lima,Terras do Bouro,,,Portugal,,,,,,,,,,,,,
1,1735-10-01,1735-10-01,"Ponte de Louro, Barcelos","Ponte de Louro, Barcelos",,,Ponte de Louro,Barcelos,,,Portugal,,,,,,,,,,,,,
1,1750-10-01,1750-10-01,"Ponte de Sor, Portalegre","Ponte de Sor, Portalegre",,2264538,Ponte de Sor,Portalegre,,,Portugal,,39.24964,-8.01009,PRT.14.13.5_1,Ponte de Sor,3.0,PRT.14.13_1,"Ponte de Sor, Ponte de Sor, Ponte de Sôr, Portalegre",Ponte de Sor,geonames-pt,20.0,2024-11-10 14:52:29.447406,Q990365
1,1762-10-01,1762-10-01,Ponte de Sôr,Ponte de Sôr,,2264538,Ponte de Sôr,,,,Portugal,,39.24964,-8.01009,PRT.14.13.5_1,Ponte de Sor,3.0,PRT.14.13_1,"Ponte de Sôr, Ponte de Sor, Ponte de Sôr, Portalegre",Ponte de Sôr,geonames-pt,15.0,2024-11-10 14:52:30.430973,Q990365
1,1727-12-23,1727-12-23,Ponte de Águeda,Ponte de Águeda,,,Ponte de Águeda,,,,Portugal,,,,,,,,,,,,,
1,1760-10-01,1760-10-01,"Ponte de Águeda, Recardães","Ponte de Águeda, Recardães",,,Ponte de Águeda,Recardães,,,Portugal,,,,,,,,,,,,,
1,1666-10-01,1666-10-01,Ponte do Louro,Ponte do Louro,,,Ponte do Louro,,,,Portugal,,,,,,,,,,,,,
1,1738-11-08,1738-11-08,"Ponte do Pargo, Ilha da Madeira","Ponte do Pargo, Ilha da Madeira",,,Ponte do Pargo,Ilha da Madeira,,,Portugal,,,,,,,,,,,,,
1,1760-10-01,1760-10-01,"Ponte, Lousã","Ponte, Lousã",,2736073,Ponte,Lousã,,,Portugal,,40.16304,-8.27863,PRT.7.7.2_1,Foz de Arouce,3.0,PRT.7.7_1,"Ponte, Foz de Arouce, Lousã, Coimbra",Ponte,geonames-pt,15.0,2024-11-10 14:52:32.651713,*notfound*
1,1748-10-30,1748-10-30,"Ponte, Sertã","Ponte, Sertã",,2736069,Ponte,Sertã,,,Portugal,,41.31991,-7.71049,PRT.19.14.17_1,Mouçós,3.0,PRT.19.14_1,"Ponte, Mouçós, Vila Real, Vila Real",Ponte,geonames-pt,10.0,2024-11-10 14:52:33.607136,*notfound*
1,1799-10-02,1799-10-02,"Ponte, Trancoso","Ponte, Trancoso",,,Ponte,Trancoso,,,Portugal,,,,,,,,,,,,,
1,1677-06-02,1677-06-02,Ponteiral,Ponteiral,,,Ponteiral,,,,Portugal,,,,,,,,,,,,,
1,1707-10-29,1707-10-29,Pontena,Pontena,,,Pontena,,,,Portugal,,,,,,,,,,,,,
1,1911-11-30,1911-11-30,"Ponteval, Cartaxo","Ponteval, Cartaxo",,2264527,Ponteval,Cartaxo,,,Portugal,,39.14945,-8.8388,PRT.16.6.4_1,Pontével,3.0,PRT.16.6_1,"Pontevel, Pontével, Cartaxo, Santarém",Pontevel,geonames-pt,13.75,2024-11-10 14:52:32.769841,Q49361889
1,1808-11-14,1808-11-14,"Pontido, Vila Real","Pontido, Vila Real",,2736024,Pontido,Vila Real,,,Portugal,,41.46645,-7.68018,PRT.19.13.13_1,Telões,3.0,PRT.19.13_1,"Pontido, Telões, Vila Pouca de Aguiar, Vila Real",Pontido,geonames-pt,15.0,2024-11-10 14:52:32.363499,*notfound*
1,1764-10-01,1764-10-01,Pontieiros,Pontieiros,,,Pontieiros,,,,Portugal,,,,,,,,,,,,,
1,1750-10-01,1750-10-01,Porca,Porca,,2736018,Porca,,,,Portugal,,41.70616,-8.61487,PRT.18.7.18_1,Facha,3.0,PRT.18.7_1,"Porca, Facha, Ponte de Lima, Viana do Castelo",Porca,geonames-pt,10.0,2024-11-10 14:52:33.421109,*notfound*
1,1753-06-16,1753-06-16,Porcariça,Porcariça,,2264520,Porcariça,,,,Portugal,,39.69788,-8.89154,PRT.11.9.17_1,Maceira,3.0,PRT.11.9_1,"Porcariça, Maceira, Leiria, Leiria",Porcariça,geonames-pt,10.0,2024-11-10 14:52:33.421999,*notfound*
1,1762-10-01,1762-10-01,Porco Mourisco,Porco Mourisco,,,Porco Mourisco,,,,Portugal,,,,,,,,,,,,,
1,1764-10-01,1764-10-01,"Porco, Guarda","Porco, Guarda",,,Porco,Guarda,,,Portugal,,,,,,,,,,,,,
1,1574-00-00,1574-00-00,"Portalegre, Crato","Portalegre, Crato",,2264507,Portalegre,Crato,,,Portugal,,39.25,-7.58333,PRT.14.6.2_1,Crato e Mártires,3.0,PRT.14.6_1,"Portalegre, Crato e Mártires, Crato, Portalegre",Portalegre,geonames-pt,20.0,2024-11-10 14:52:30.259202,Q225189
1,1704-10-21,1704-10-21,Portela da Lousã,Portela da Lousã,,,Portela da Lousã,,,,Portugal,,,,,,,,,,,,,
1,1814-10-07,1814-10-07,"Portela das Cabras, Barcelos","Portela das Cabras, Barcelos",,,Portela das Cabras,Barcelos,,,Portugal,,,,,,,,,,,,,
1,1738-04-16,1738-04-16,Portela de Fontelas,Portela de Fontelas,,,Portela de Fontelas,,,,Portugal,,,,,,,,,,,,,
1,1755-01-28,1755-01-28,Portela de São Salvador,Portela de São Salvador,,,Portela de São Salvador,,,,Portugal,,,,,,,,,,,,,
1,1764-10-01,1764-10-01,Portela do Vale,Portela do Vale,,,Portela do Vale,,,,Portugal,,,,,,,,,,,,,
1,1900-10-12,1900-10-12,"Portela, Coimbra","Portela, Coimbra",,,Portela,Coimbra,,,Portugal,,,,,,,,,,,,,
1,1742-10-01,1742-10-01,"Portela, Sobrosa, concelho de Paredes","Portela, Sobrosa, concelho de Paredes",,,Portela,Sobrosa,concelho de Paredes,,Portugal,,,,,,,,,,,,,
1,1747-11-10,1747-11-10,"Portela, São Tiago de Besteiros","Portela, Santiago de Besteiros, Tondela, Viseu",,2735982,Portela,Santiago de Besteiros,Tondela,Viseu,Portugal,,41.08764,-8.10902,PRT.20.4.13_1,São Cristovão de Nogueira,3.0,PRT.20.4_1,"Portela, São Cristovão de Nogueira, Cinfães, Viseu",Portela,geonames-pt,15.0,2024-11-10 14:52:32.633280,*notfound*
1,1764-10-01,1764-10-01,"Portela, Viana","Portela, Viana",,,Portela,Viana,,,Portugal,,,,,,,,,,,,,
1,1805-10-31,1805-10-31,"Portelo, Lamego","Portelo, Lamego",,2735947,Portelo,Lamego,,,Portugal,,41.12896,-7.80006,PRT.20.5.4_1,Cambres,3.0,PRT.20.5_1,"Portelo, Cambres, Lamego, Viseu",Portelo,geonames-pt,15.0,2024-11-10 14:52:32.364373,*notfound*
1,1577-10-01,1577-10-01,"Portimão, algarve","Portimão, algarve",,,Portimão,algarve,,,Portugal,,,,,,,,,,,,,
1,1865-06-30,1865-06-30,"Porto Antigo, Viseu","Porto Antigo, Viseu",,2735936,Porto Antigo,Viseu,,,Portugal,,41.08997,-8.07808,PRT.20.4.10_1,Oliveira do Douro,3.0,PRT.20.4_1,"Porto Antigo, Oliveira do Douro, Cinfães, Viseu",Porto Antigo,geonames-pt,15.0,2024-11-10 14:52:32.365246,*notfound*
1,1756-10-01,1756-10-01,Porto Bom,Porto Bom,,2735934,Porto Bom,,,,Portugal,,41.74515,-8.46871,PRT.18.6.5_1,Crasto,3.0,PRT.18.6_1,"Porto Bom, Crasto, Ponte da Barca, Viana do Castelo",Porto Bom,geonames-pt,10.0,2024-11-10 14:52:33.422892,*notfound*
1,1753-12-14,1753-12-14,Porto Coelheiro,Porto Coelheiro,,2735928,Porto Coelheiro,,,,Portugal,,40.03345,-8.56611,PRT.7.15.9_1,Soure,3.0,PRT.7.15_1,"Porto Coelheiro, Soure, Soure, Coimbra",Porto Coelheiro,geonames-pt,10.0,2024-11-10 14:52:33.423778,*notfound*
1,1760-10-01,1760-10-01,Porto Manso,Porto Manso,,2735912,Porto Manso,,,,Portugal,,41.1,-8.08333,PRT.15.2.12_1,Ribadouro,3.0,PRT.15.2_1,"Porto Manso, Ribadouro, Baião, Porto",Porto Manso,geonames-pt,10.0,2024-11-10 14:52:33.424665,*notfound*
1,1765-10-01,1765-10-01,"Porto Manso, Baião","Porto Manso, Baião",,2735912,Porto Manso,Baião,,,Portugal,,41.1,-8.08333,PRT.15.2.12_1,Ribadouro,3.0,PRT.15.2_1,"Porto Manso, Ribadouro, Baião, Porto",Porto Manso,geonames-pt,15.0,2024-11-10 14:52:32.366136,*notfound*
1,1844-10-30,1844-10-30,"Porto Manso, Porto","Porto Manso, Porto",,2735912,Porto Manso,Porto,,,Portugal,,41.1,-8.08333,PRT.15.2.12_1,Ribadouro,3.0,PRT.15.2_1,"Porto Manso, Ribadouro, Baião, Porto",Porto Manso,geonames-pt,15.0,2024-11-10 14:52:32.441271,*notfound*
1,1865-10-11,1865-10-11,Porto Melhor,Porto Melhor,,,Porto Melhor,,,,Portugal,,,,,,,,,,,,,
1,1704-10-01,1704-10-01,Porto Mos,Porto Mos,,,Porto Mos,,,,Portugal,,,,,,,,,,,,,
1,1684-10-01,1684-10-01,Porto Novo,Porto Novo,,2264407,Porto Novo,,,,Portugal,,32.66667,-16.81667,PRT.13.9.3_1,Gaula,3.0,PRT.13.9_1,"Porto Novo, Gaula, Santa Cruz, Madeira",Porto Novo,geonames-pt,10.0,2024-11-10 14:52:33.425553,*notfound*
1,1678-10-15,1678-10-15,Porto Santo,Porto Santo,,8010683,Porto Santo,,,,Portugal,,33.07145,-16.34304,PRT.13.7.2_1,Porto Santo,3.0,PRT.13.7_1,"Porto Santo, Porto Santo, Porto Santo, Madeira",Porto Santo,geonames-pt,20.0,2024-11-10 14:52:29.520509,Q27320
1,1756-10-01,1756-10-01,Porto da Carne,Porto da Carne,,8014591,Porto da Carne,,,,Portugal,,40.60703,-7.28827,PRT.10.7.36_1,Porto da Carne,3.0,PRT.10.7_1,"Porto da Carne, Porto da Carne, Guarda, Guarda",Porto da Carne,geonames-pt,15.0,2024-11-10 14:52:32.077673,Q45910
1,1872-10-15,1872-10-15,"Porto das Caixas, Brasil","Porto das Caixas, Brasil",,3452848,Porto das Caixas,,,,Brasil,,-22.70083,-42.875,3301900,Itaboraí,3.0,BRA.19_1,"Porto das Caixas, Itaboraí, Rio de Janeiro, Brasil",Porto das Caixas,geonames-br,10.0,2024-11-10 14:52:33.613499,*notfound*
1,1729-10-01,1729-10-01,Porto de Carne,Porto de Carne,,,Porto de Carne,,,,Portugal,,,,,,,,,,,,,
1,1740-10-01,1740-10-01,Porto de Carro,Porto de Carro,,,Porto de Carro,,,,Portugal,,,,,,,,,,,,,
1,1722-10-01,1722-10-01,Porto de Cerne,Porto de Cerne,,,Porto de Cerne,,,,Portugal,,,,,,,,,,,,,
1,1698-10-01,1698-10-01,Porto de Luanda,Porto de Luanda,,,Porto de Luanda,,,,Portugal,,,,,,,,,,,,,
1,1728-10-01,1728-10-01,Porto de Muge,Porto de Muge,,,Porto de Muge,,,,Portugal,,,,,,,,,,,,,
1,1782-10-19,1782-10-19,"Porto de Mós, Juncal","Porto de Mós, Juncal",,,Porto de Mós,Juncal,,,Portugal,,,,,,,,,,,,,
1,1764-10-01,1764-10-01,"Porto de Mós, Tojal","Porto de Mós, Tojal",,,Porto de Mós,Tojal,,,Portugal,,,,,,,,,,,,,
1,1865-10-07,1865-10-07,"Porto de Santa Maria, Espanha","Porto de Santa Maria, Espanha",,,Porto de Santa Maria,,,,Espanha,,,,,,,,,,,,,
1,1754-11-26,1754-11-26,"Porto, Melres","Porto, Melres",,,Porto,Melres,,,Portugal,,,,,,,,,,,,,
1,1764-10-01,1764-10-01,"Porto, Paranhos","Porto, Paranhos",,,Porto,Paranhos,,,Portugal,,,,,,,,,,,,,
1,1702-10-01,1702-10-01,"Porto, Vila Nova","Porto, Vila Nova",,,Porto,Vila Nova,,,Portugal,,,,,,,,,,,,,
1,1706-11-23,1706-11-23,"Portocarrero, Penafiel","Portocarrero, Penafiel",,,Portocarrero,Penafiel,,,Portugal,,,,,,,,,,,,,
1,1769-05-27,1769-05-27,"Portomar, Coimbra","Portomar, Coimbra",,2735911,Portomar,Coimbra,,,Portugal,,40.4434,-8.72935,PRT.7.8.2_1,Mira,3.0,PRT.7.8_1,"Portomar, Mira, Mira, Coimbra",Portomar,geonames-pt,15.0,2024-11-10 14:52:32.367010,*notfound*
1,1627-10-08,1627-10-08,Posão,Posão,,,Posão,,,,Portugal,,,,,,,,,,,,,
1,1790-10-18,1790-10-18,"Pousada, Aregos","Pousada, Aregos",,8012153,Pousada,Aregos,,,Portugal,,40.53672,-7.12423,PRT.10.7.37_1,Pousada,3.0,PRT.10.7_1,"Pousada, Pousada, Guarda, Guarda",Pousada,geonames-pt,15.0,2024-11-10 14:52:32.220261,Q45916
1,1577-10-03,1577-10-03,"Pousadas, Penalva","Pousadas, Penalva",,,Pousadas,Penalva,,,Portugal,,,,,,,,,,,,,
1,1709-10-23,1709-10-23,Pousadela de Gestaçô,Pousadela de Gestaçô,,,Pousadela de Gestaçô,,,,Portugal,,,,,,,,,,,,,
1,1762-12-15,1762-12-15,"Pousadoiros, Coimbra","Pousadoiros, Coimbra",,2735873,Pousadoiros,Coimbra,,,Portugal,,40.26143,-8.04662,PRT.7.16.9_1,Mouronho,3.0,PRT.7.16_1,"Pousadouros, Mouronho, Tábua, Coimbra",Pousadouros,geonames-pt,14.09090909090909,2024-11-10 14:52:32.716195,*notfound*
1,1751-10-01,1751-10-01,"Pousadores, Coja","Pousadores, Coja",,,Pousadores,Coja,,,Portugal,,,,,,,,,,,,,
1,1757-10-01,1757-10-01,Pousadouros,Pousadouros,,,Pousadouros,,,,Portugal,,,,,,,,,,,,,
1,1830-07-14,1830-07-14,"Pousafoles, Guarda","Pousafoles, Guarda",,,Pousafoles,Guarda,,,Portugal,,,,,,,,,,,,,
1,1818-10-27,1818-10-27,"Pouso Alto, Minas Gerais, Brasil","Pouso Alto, Minas Gerais, Brasil",,6321695,Pouso Alto,Minas Gerais,,,Brasil,,-22.17957,-44.95271,3152600,Pouso Alto,3.0,BRA.13_1,"Pouso Alto, Pouso Alto, Minas Gerais, Brasil",Pouso Alto,geonames-br,20.0,2024-11-10 14:52:29.488301,Q1789528
1,1912-07-08,1912-07-08,"Pouves, São Pedro do Sul","Pouves, São Pedro do Sul",,,Pouves,São Pedro do Sul,,,Portugal,,,,,,,,,,,,,
1,1774-07-06,1774-07-06,Povoa do Castelo de Lanhoso,Povoa do Castelo de Lanhoso,,,Povoa do Castelo de Lanhoso,,,,Portugal,,,,,,,,,,,,,
1,1728-10-01,1728-10-01,Povoa do Varzim,Povoa do Varzim,,,Povoa do Varzim,,,,Portugal,,,,,,,,,,,,,
