pop,date_in,date_max,name,name_normalized,id_ine_inspire,geonamesid,context_0,context_1,context_2,context_3,country,gaz_id_explicit,latitude,longitude,code,dsg,level,inside,address,geonames_name,gazetteer,total_score,date,wikidata_id
3,1763-10-01,1764-10-01,"Santiago, Guarda","Santiago, Guarda",,8012257,Santiago,Guarda,,,Portugal,,40.42011,-7.73546,PRT.10.12.17_1,Santiago,3.0,PRT.10.12_1,"Santiago, Santiago, Seia, Guarda",Santiago,geonames-pt,20.0,2024-11-10 14:52:30.248034,Q2223528
3,1729-10-01,1739-10-01,Santo Adrião de Sever,Santo Adrião de Sever,,,Santo Adrião de Sever,,,,Portugal,,,,,,,,,,,,,
3,1727-10-01,1734-06-21,Santo Aleixo do Beco,Santo Aleixo do Beco,,,Santo Aleixo do Beco,,,,Portugal,,,,,,,,,,,,,
3,1732-12-15,1764-10-01,Santo André de Barcelinhos,Santo André de Barcelinhos,,,Santo André de Barcelinhos,,,,Portugal,,,,,,,,,,,,,
3,1757-01-09,1764-10-01,Santo André de Medelim,Santo André de Medelim,,,Santo André de Medelim,,,,Portugal,,,,,,,,,,,,,
3,1906-10-02,1913-07-21,Santo António dos Olivais,Santo António dos Olivais,,8011803,Santo António dos Olivais,,,,Portugal,,40.20822,-8.40099,PRT.7.3.20_1,Santo António dos Olivais,3.0,PRT.7.3_1,"Santo António dos Olivais, Santo António dos Olivais, Coimbra, Coimbra",Santo António dos Olivais,geonames-pt,15.0,2024-11-10 14:52:31.019453,Q367493
3,1660-10-06,1688-10-01,Santo Estevão da Facha,Santo Estevão da Facha,,,Santo Estevão da Facha,,,,Portugal,,,,,,,,,,,,,
3,1748-10-01,1756-10-01,"Santo Isidoro, Mafra","Santo Isidoro, Mafra",,8012537,Santo Isidoro,Mafra,,,Portugal,,38.99628,-9.39863,PRT.12.10.13_1,Santo Isidoro,3.0,PRT.12.10_1,"Santo Isidoro, Santo Isidoro, Mafra, Lisboa",Santo Isidoro,geonames-pt,20.0,2024-11-10 14:52:29.995836,Q787763
3,1879-10-09,1882-06-07,Santão,Santão,,8012698,Santão,,,,Portugal,,41.31436,-8.17895,PRT.15.3.21_1,Santão,3.0,PRT.15.3_1,"Santão, Santão, Felgueiras, Porto",Santão,geonames-pt,15.0,2024-11-10 14:52:31.608012,Q1821454
3,1756-12-07,1767-10-01,Sapateira,Sapateira,,2734288,Sapateira,,,,Portugal,,40.95699,-7.32348,PRT.10.9.13_1,Prova,3.0,PRT.10.9_1,"Sapateira, Prova, Mêda, Guarda",Sapateira,geonames-pt,10.0,2024-11-10 14:52:33.116351,*notfound*
3,1721-10-01,1801-10-03,Sarnadela,Sarnadela,,2734259,Sarnadela,,,,Portugal,,40.21688,-8.11672,PRT.7.1.13_1,Pombeiro da Beira,3.0,PRT.7.1_1,"Sarnadela, Pombeiro da Beira, Arganil, Coimbra",Sarnadela,geonames-pt,10.0,2024-11-10 14:52:33.117240,*notfound*
3,1750-12-15,1802-10-11,Sarnadelo,Sarnadelo,,,Sarnadelo,,,,Portugal,,,,,,,,,,,,,
3,1609-10-24,1716-10-01,Sarzeda,Sarzeda,,8013941,Sarzeda,,,,Portugal,,40.9203,-7.447,PRT.20.18.15_1,Sarzeda,3.0,PRT.20.18_1,"Sarzeda, Sarzeda, Sernancelhe, Viseu",Sarzeda,geonames-pt,15.0,2024-11-10 14:52:31.608930,Q111923
3,1750-01-15,1761-10-01,"Sarzedo, Arganil","Sarzedo, Arganil",,8011766,Sarzedo,Arganil,,,Portugal,,40.25346,-8.0761,PRT.7.1.15_1,Sarzedo,3.0,PRT.7.1_1,"Sarzedo, Sarzedo, Arganil, Coimbra",Sarzedo,geonames-pt,20.0,2024-11-10 14:52:29.565728,Q3669
3,1756-10-01,1907-10-15,Segura,Segura,,8011715,Segura,,,,Portugal,,39.81862,-6.99239,PRT.6.5.15_1,Segura,3.0,PRT.6.5_1,"Segura, Segura, Idanha-a-Nova, Castelo Branco",Segura,geonames-pt,15.0,2024-11-10 14:52:31.609845,Q2118810
3,1757-10-01,1900-10-03,"Seixas, Caminha","Seixas, Caminha",,8013223,Seixas,Caminha,,,Portugal,,41.89248,-8.8221,PRT.18.2.15_1,Seixas,3.0,PRT.18.2_1,"Seixas, Seixas, Caminha, Viana do Castelo",Seixas,geonames-pt,20.0,2024-11-10 14:52:29.903041,Q1022049
3,1682-10-01,1757-10-01,Selores,Selores,,8011468,Selores,,,,Portugal,,41.21017,-7.28514,PRT.5.3.17_1,Selores,3.0,PRT.5.3_1,"Selores, Selores, Carrazeda de Ansiães, Bragança",Selores,geonames-pt,15.0,2024-11-10 14:52:31.610809,Q1024379
3,1753-10-01,1767-10-01,Sendim da Serra,Sendim da Serra,,8014749,Sendim da Serra,,,,Portugal,,41.29281,-6.96471,PRT.5.1.13_1,Sendim da Serra,3.0,PRT.5.1_1,"Sendim da Serra, Sendim da Serra, Alfândega da Fé, Bragança",Sendim da Serra,geonames-pt,15.0,2024-11-10 14:52:31.611727,Q1024581
3,1624-10-15,1764-10-01,Senhorim,Senhorim,,8013853,Senhorim,,,,Portugal,,40.53117,-7.79676,PRT.20.9.8_1,Senhorim,3.0,PRT.20.9_1,"Senhorim, Senhorim, Nelas, Viseu",Senhorim,geonames-pt,15.0,2024-11-10 14:52:31.612640,Q74811
3,1733-10-01,1843-10-31,Serapicos,Serapicos,,8011453,Serapicos,,,,Portugal,,41.62501,-6.76592,PRT.5.2.47_1,Serapicos,3.0,PRT.5.2_1,"Serapicos, Serapicos, Bragança, Bragança",Serapicos,geonames-pt,15.0,2024-11-10 14:52:31.613691,Q1916033
3,1762-12-15,1819-06-25,Sergude,Sergude,,2734083,Sergude,,,,Portugal,,41.16475,-7.80483,PRT.19.8.5_1,Godim,3.0,PRT.19.8_1,"Sergude, Godim, Peso da Régua, Vila Real",Sergude,geonames-pt,10.0,2024-11-10 14:52:33.118159,*notfound*
3,1649-10-20,1744-10-01,Serra de El-Rei,Serra de El-Rei,,2263025,Serra de El-Rei,,,,Portugal,,39.33291,-9.26843,PRT.11.14.6_1,Serra D' El-Rei,3.0,PRT.11.14_1,"Serra de El-Rei, Serra D' El-Rei, Peniche, Leiria",Serra de El-Rei,geonames-pt,10.0,2024-11-10 14:52:33.119053,*notfound*
3,1762-07-19,1802-10-07,"Serro do Frio, Minas Gerais, Brasil","Serro, Serro, Minas Gerais, Brasil",,6321864,Serro,Serro,Minas Gerais,,Brasil,,-18.52041,-43.38075,3167103,Serro,3.0,BRA.13_1,"Serro, Serro, Minas Gerais, Brasil",Serro,geonames-br,35.0,2024-11-10 14:52:29.058704,Q919904
3,1763-10-01,1913-07-13,"Silvares, Fundão","Silvares, Fundão",,8011699,Silvares,Fundão,,,Portugal,,40.13622,-7.66773,PRT.6.4.26_1,Silvares,3.0,PRT.6.4_1,"Silvares, Silvares, Fundão, Castelo Branco",Silvares,geonames-pt,20.0,2024-11-10 14:52:29.996837,Q1024310
3,1737-12-11,1856-07-26,Silveiro,Silveiro,,2733971,Silveiro,,,,Portugal,,40.53622,-8.5078,PRT.1.13.3_1,Oiã,3.0,PRT.1.13_1,"Silveiro, Oiã, Oliveira do Bairro, Aveiro",Silveiro,geonames-pt,10.0,2024-11-10 14:52:33.119941,*notfound*
3,1588-10-05,1703-04-21,Sindim,Sindim,,,Sindim,,,,Portugal,,,,,,,,,,,,,
3,1688-10-01,1768-10-01,"Sobral, Mortágua","Sobral, Mortágua",,8013846,Sobral,Mortágua,,,Portugal,,40.45313,-8.2057,PRT.20.8.8_1,Sobral,3.0,PRT.20.8_1,"Sobral, Sobral, Mortágua, Viseu",Sobral,geonames-pt,20.0,2024-11-10 14:52:30.237581,Q74863
3,1790-10-26,1827-10-16,"Soure, Leiria","Soure, Leiria",,,Soure,Leiria,,,Portugal,,,,,,,,,,,,,
3,1709-10-01,1728-10-01,Souselo,Souselo,,8013789,Souselo,,,,Portugal,,41.064,-8.23238,PRT.20.4.14_1,Souselo,3.0,PRT.20.4_1,"Souselo, Souselo, Cinfães, Viseu",Souselo,geonames-pt,15.0,2024-11-10 14:52:31.614631,Q64410
3,1748-10-01,1822-10-05,Soutelinho,Soutelinho,,,Soutelinho,,,,Portugal,,,,,,,,,,,,,
3,1750-10-26,1881-10-13,"Soutelo, Bragança","Soutelo, Bragança",,8011569,Soutelo,Bragança,,,Portugal,,41.39635,-6.73577,PRT.5.8.18_1,Soutelo,3.0,PRT.5.8_1,"Soutelo, Soutelo, Mogadouro, Bragança",Soutelo,geonames-pt,20.0,2024-11-10 14:52:30.094390,Q930839
3,1859-10-04,1868-10-15,"Soutelo, Viseu","Soutelo, Viseu",,2733834,Soutelo,Viseu,,,Portugal,,41.0138,-8.02841,PRT.20.4.16_1,Tendais,3.0,PRT.20.4_1,"Soutelo, Tendais, Cinfães, Viseu",Soutelo,geonames-pt,15.0,2024-11-10 14:52:32.552738,*notfound*
3,1728-01-08,1749-10-01,Souto Covo,Souto Covo,,2733788,Souto Covo,,,,Portugal,,41.11812,-7.79699,PRT.20.5.21_1,Sande,3.0,PRT.20.5_1,"Souto Covo, Sande, Lamego, Viseu",Souto Covo,geonames-pt,10.0,2024-11-10 14:52:33.120943,*notfound*
3,1853-10-24,1885-10-14,"Souto, Guarda","Souto, Guarda",,8012239,Souto,Guarda,,,Portugal,,40.34662,-6.94371,PRT.10.11.34_1,Souto,3.0,PRT.10.11_1,"Souto, Souto, Sabugal, Guarda",Souto,geonames-pt,20.0,2024-11-10 14:52:30.245049,Q2120370
3,1597-10-06,1793-10-09,Souzelo,Souzelo,,2733756,Souzelo,,,,Portugal,,41.07171,-8.23021,PRT.20.4.14_1,Souselo,3.0,PRT.20.4_1,"Souzelo, Souselo, Cinfães, Viseu",Souzelo,geonames-pt,10.0,2024-11-10 14:52:33.121828,*notfound*
3,1626-10-09,1891-10-03,Soza,Soza,,2733853,Soza,,,,Portugal,,40.54399,-8.65785,PRT.1.18.10_1,Sosa,3.0,PRT.1.18_1,"Soza, Sosa, Vagos, Aveiro",Soza,geonames-pt,10.0,2024-11-10 14:52:33.122714,*notfound*
3,1692-10-01,1808-11-14,Sá,Sá,,8013196,Sá,,,,Portugal,,41.92828,-8.4237,PRT.18.1.37_1,Sá,3.0,PRT.18.1_1,"Sá, Sá, Arcos de Valdevez, Viana do Castelo",Sá,geonames-pt,15.0,2024-11-10 14:52:31.615572,Q1022578
3,1700-10-01,1796-10-05,São  Cipriano,São Cipriano,,8013893,São Cipriano,,,,Portugal,,41.06531,-7.98753,PRT.20.13.12_1,São Cipriano,3.0,PRT.20.13_1,"São Cipriano, São Cipriano, Resende, Viseu",São Cipriano,geonames-pt,15.0,2024-11-10 14:52:31.616510,Q93509
3,1696-10-01,1699-10-01,São  Miguel do Outeiro,São Miguel do Outeiro,,8014164,São Miguel do Outeiro,,,,Portugal,,40.59923,-8.03533,PRT.20.21.20_1,São Miguel do Outeiro,3.0,PRT.20.21_1,"São Miguel do Outeiro, São Miguel do Outeiro, Tondela, Viseu",São Miguel do Outeiro,geonames-pt,15.0,2024-11-10 14:52:30.576171,Q154170
3,1643-10-10,1671-10-01,São  Romão,São Romão,,8012259,São Romão,,,,Portugal,,40.38636,-7.68734,PRT.10.12.19_1,São Romão,3.0,PRT.10.12_1,"São Romão, São Romão, Seia, Guarda",São Romão,geonames-pt,15.0,2024-11-10 14:52:30.579279,Q1943011
3,1749-10-01,1762-10-01,São Bartolomeu de Veiros,"Veiros, Veiros, Estarreja, Aveiro",,8010776,Veiros,Veiros,Estarreja,Aveiro,Portugal,,40.75155,-8.60804,PRT.1.8.7_1,Veiros,3.0,PRT.1.8_1,"Veiros, Veiros, Estarreja, Aveiro",Veiros,geonames-pt,35.0,2024-11-10 14:52:29.095976,Q2196358
3,1733-10-01,1792-10-10,São Cipriano,São Cipriano,,8013893,São Cipriano,,,,Portugal,,41.06531,-7.98753,PRT.20.13.12_1,São Cipriano,3.0,PRT.20.13_1,"São Cipriano, São Cipriano, Resende, Viseu",São Cipriano,geonames-pt,15.0,2024-11-10 14:52:31.617434,Q93509
3,1672-05-18,1852-10-30,São Cristovão,São Cristovão,,,São Cristovão,,,,Portugal,,,,,,,,,,,,,
3,1877-10-15,1905-10-07,São Cristovão de Mafamude,São Cristovão de Mafamude,,,São Cristovão de Mafamude,,,,Portugal,,,,,,,,,,,,,
3,1736-10-01,1894-10-22,"São Cristóvão de Nogueira, Cinfães","São Cristóvão de Nogueira, Cinfães",,8014408,São Cristóvão de Nogueira,Cinfães,,,Portugal,,41.06326,-8.12472,PRT.20.4.13_1,São Cristovão de Nogueira,3.0,PRT.20.4_1,"São Cristovão de Nogueira, São Cristovão de Nogueira, Cinfães, Viseu",São Cristovão de Nogueira,geonames-pt,14.6,2024-11-10 14:52:32.670302,Q64298
3,1785-10-24,1787-10-20,São Cristóvão do Douro,São Cristóvão do Douro,,2734535,São Cristóvão do Douro,,,,Portugal,,41.20791,-7.55143,PRT.19.10.10_1,São Cristovão do Douro,3.0,PRT.19.10_1,"São Cristóvão do Douro, São Cristovão do Douro, Sabrosa, Vila Real",São Cristóvão do Douro,geonames-pt,10.0,2024-11-10 14:52:33.123600,*notfound*
3,1729-10-01,1768-10-01,"São Jorge, Arcos de Valdevez","São Jorge, Arcos de Valdevez",,8013202,São Jorge,Arcos de Valdevez,,,Portugal,,41.82398,-8.34969,PRT.18.1.41_1,São Jorge,3.0,PRT.18.1_1,"São Jorge, São Jorge, Arcos de Valdevez, Viana do Castelo",São Jorge,geonames-pt,20.0,2024-11-10 14:52:30.143364,Q1022072
3,1908-10-08,1910-10-14,São José de São Lásaro,São José de São Lásaro,,,São José de São Lásaro,,,,Portugal,,,,,,,,,,,,,
3,1760-12-15,1797-10-05,"São José, Godim","São José, Godim",,,São José,Godim,,,Portugal,,,,,,,,,,,,,
3,1725-10-01,1834-10-21,São João de Covas,São João de Covas,,,São João de Covas,,,,Portugal,,,,,,,,,,,,,
3,1771-05-26,1904-10-04,São João do Campo,São João do Campo,,8014838,São João do Campo,,,,Portugal,,40.24042,-8.51735,PRT.7.3.21_1,São João do Campo,3.0,PRT.7.3_1,"São João do Campo, São João do Campo, Coimbra, Coimbra",São João do Campo,geonames-pt,15.0,2024-11-10 14:52:30.730495,Q1307982
3,1894-10-10,1910-10-08,"São João do Souto, Braga","São João do Souto, Braga",,,São João do Souto,Braga,,,Portugal,,,,,,,,,,,,,
3,1737-10-01,1762-10-01,São Julião do Freixo,São Julião do Freixo,,,São Julião do Freixo,,,,Portugal,,,,,,,,,,,,,
3,1750-10-01,1816-11-09,São Lourenço do Douro,São Lourenço do Douro,,8014684,São Lourenço do Douro,,,,Portugal,,41.10355,-8.19592,PRT.15.7.20_1,São Lourenço do Douro,3.0,PRT.15.7_1,"São Lourenço do Douro, São Lourenço do Douro, Marco de Canaveses, Porto",São Lourenço do Douro,geonames-pt,15.0,2024-11-10 14:52:31.618361,Q1899294
3,1724-10-01,1729-10-01,São Mamede de Canelas,São Mamede de Canelas,,,São Mamede de Canelas,,,,Portugal,,,,,,,,,,,,,
3,1696-10-01,1792-10-31,São Mamede de Caniçada,São Mamede de Caniçada,,,São Mamede de Caniçada,,,,Portugal,,,,,,,,,,,,,
3,1758-12-07,1869-10-14,São Mamede de Coronado,São Mamede de Coronado,,2734431,São Mamede de Coronado,,,,Portugal,,41.2768,-8.57253,PRT.15.15.4_1,Coronado (São Mamede),3.0,PRT.15.15_1,"São Mamede do Coronado, Coronado (São Mamede), Trofa, Porto",São Mamede do Coronado,geonames-pt,9.545454545454547,2024-11-10 14:52:33.657089,*notfound*
3,1732-10-01,1852-10-02,São Mamede de Infesta,São Mamede de Infesta,,8014064,São Mamede de Infesta,,,,Portugal,,41.19345,-8.61429,PRT.15.8.9_1,São Mamede de Infesta,3.0,PRT.15.8_1,"São Mamede de Infesta, São Mamede de Infesta, Matosinhos, Porto",São Mamede de Infesta,geonames-pt,15.0,2024-11-10 14:52:31.619279,Q200414
3,1756-10-01,1874-10-12,São Mamede de Recezinhos,São Mamede de Recezinhos,,,São Mamede de Recezinhos,,,,Portugal,,,,,,,,,,,,,
3,1768-10-01,1855-07-14,São Mamede de Riba Tua,São Mamede de Riba Tua,,2734432,São Mamede de Riba Tua,,,,Portugal,,41.25017,-7.43176,PRT.19.1.14_1,São Mamede de Ribatua,3.0,PRT.19.1_1,"São Mamede de Riba Tua, São Mamede de Ribatua, Alijó, Vila Real",São Mamede de Riba Tua,geonames-pt,10.0,2024-11-10 14:52:33.124496,*notfound*
3,1764-10-01,1765-10-01,São Mamede de Ribatua,São Mamede de Ribatua,,8014412,São Mamede de Ribatua,,,,Portugal,,41.24732,-7.42279,PRT.19.1.14_1,São Mamede de Ribatua,3.0,PRT.19.1_1,"São Mamede de Ribatua, São Mamede de Ribatua, Alijó, Vila Real",São Mamede de Ribatua,geonames-pt,15.0,2024-11-10 14:52:31.620202,Q168454
3,1644-10-21,1719-10-01,São Martinho das Chãs,São Martinho das Chãs,,8013755,São Martinho das Chãs,,,,Portugal,,41.05843,-7.66284,PRT.20.1.15_1,São Martinho das Chãs,3.0,PRT.20.1_1,"São Martinho das Chãs, São Martinho das Chãs, Armamar, Viseu",São Martinho das Chãs,geonames-pt,15.0,2024-11-10 14:52:31.622960,Q64385
3,1744-12-05,1889-10-15,São Martinho de Aldoar,São Martinho de Aldoar,,,São Martinho de Aldoar,,,,Portugal,,,,,,,,,,,,,
3,1754-10-01,1836-10-27,São Martinho de Mancelos,São Martinho de Mancelos,,,São Martinho de Mancelos,,,,Portugal,,,,,,,,,,,,,
3,1763-10-01,1841-10-30,São Martinho de Mateus,São Martinho de Mateus,,,São Martinho de Mateus,,,,Portugal,,,,,,,,,,,,,
3,1767-10-01,1788-10-27,São Martinho de Recezinhos,São Martinho de Recezinhos,,,São Martinho de Recezinhos,,,,Portugal,,,,,,,,,,,,,
3,1597-11-24,1814-10-24,São Martinho de Ruivães,São Martinho de Ruivães,,,São Martinho de Ruivães,,,,Portugal,,,,,,,,,,,,,
3,1746-10-01,1868-10-15,São Martinho do Peso,São Martinho do Peso,,8014303,São Martinho do Peso,,,,Portugal,,41.42812,-6.62178,PRT.5.8.17_1,São Martinho do Peso,3.0,PRT.5.8_1,"São Martinho do Peso, São Martinho do Peso, Mogadouro, Bragança",São Martinho do Peso,geonames-pt,15.0,2024-11-10 14:52:31.623874,Q1024745
3,1807-10-15,1863-10-13,"São Martinho, Guarda","São Martinho, Guarda",,,São Martinho,Guarda,,,Portugal,,,,,,,,,,,,,
3,1743-10-01,1825-10-31,"São Martinho, Mancelos","São Martinho, Mancelos",,,São Martinho,Mancelos,,,Portugal,,,,,,,,,,,,,
3,1779-11-06,1896-10-12,"São Martinho, Penafiel","São Martinho, Penafiel",,,São Martinho,Penafiel,,,Portugal,,,,,,,,,,,,,
3,1750-10-27,1816-03-01,"São Martinho, Rio de Moinhos","São Martinho, Rio de Moinhos",,,São Martinho,Rio de Moinhos,,,Portugal,,,,,,,,,,,,,
3,1748-12-12,1763-10-01,"São Martinho, Salreu","São Martinho, Salreu",,,São Martinho,Salreu,,,Portugal,,,,,,,,,,,,,
3,1678-10-01,1798-10-03,São Miguel d'Acha,São Miguel d'Acha,,,São Miguel d'Acha,,,,Portugal,,,,,,,,,,,,,
3,1685-10-01,1890-10-15,São Miguel da Carreira,São Miguel da Carreira,,,São Miguel da Carreira,,,,Portugal,,,,,,,,,,,,,
3,1697-10-01,1705-10-01,São Miguel das Marinhas,São Miguel das Marinhas,,,São Miguel das Marinhas,,,,Portugal,,,,,,,,,,,,,
3,1723-10-01,1845-10-24,São Miguel de Fontoura,São Miguel de Fontoura,,,São Miguel de Fontoura,,,,Portugal,,,,,,,,,,,,,
3,1847-10-15,1892-10-14,São Miguel de Gémeos,São Miguel de Gémeos,,,São Miguel de Gémeos,,,,Portugal,,,,,,,,,,,,,
3,1738-10-01,1784-10-30,São Miguel de Urrô,São Miguel de Urrô,,,São Miguel de Urrô,,,,Portugal,,,,,,,,,,,,,
3,1752-10-01,1873-10-11,"São Miguel, Poiares","São Miguel, Poiares",,,São Miguel,Poiares,,,Portugal,,,,,,,,,,,,,
3,1706-10-01,1762-10-01,São Paio de Besteiros,São Paio de Besteiros,,,São Paio de Besteiros,,,,Portugal,,,,,,,,,,,,,
3,1728-10-01,1767-10-01,São Paio de Eira Vedra,São Paio de Eira Vedra,,,São Paio de Eira Vedra,,,,Portugal,,,,,,,,,,,,,
3,1764-10-01,1765-10-01,São Paio de Favões,São Paio de Favões,,,São Paio de Favões,,,,Portugal,,,,,,,,,,,,,
3,1837-10-21,1853-10-15,"São Paulo de Luanda, Angola","São Paulo de Luanda, Angola",,2240449,São Paulo de Luanda,,,,Angola,,-8.83682,13.23432,AGO.11.5.2_1,Maianga,1.0,AGO.11.5_1,"São Paulo de Luanda, Maianga, Maianga, Luanda",São Paulo de Luanda,geonames-ao,10.0,2024-11-10 14:52:32.898314,Q3897
3,1656-10-10,1734-10-01,"São Paulo, Angola","Luanda, Angola",,2240449,Luanda,,,,Angola,,-8.83682,13.23432,AGO.11.5.2_1,Maianga,1.0,AGO.11.5_1,"Luanda, Maianga, Maianga, Luanda",Luanda,geonames-ao,15.0,2024-11-10 14:52:30.331364,Q3897
3,1673-06-06,1742-10-01,São Pedro da Torre,São Pedro da Torre,,8014665,São Pedro da Torre,,,,Portugal,,41.98435,-8.66362,PRT.18.8.12_1,São Pedro da Torre,3.0,PRT.18.8_1,"São Pedro da Torre, São Pedro da Torre, Valença, Viana do Castelo",São Pedro da Torre,geonames-pt,15.0,2024-11-10 14:52:31.625710,Q1444182
3,1895-10-15,1904-10-04,São Pedro das Aradas,São Pedro das Aradas,,,São Pedro das Aradas,,,,Portugal,,,,,,,,,,,,,
3,1728-10-01,1893-10-13,São Pedro de Britelo,São Pedro de Britelo,,,São Pedro de Britelo,,,,Portugal,,,,,,,,,,,,,
3,1762-10-01,1870-10-15,São Pedro de Raimonda,São Pedro de Raimonda,,2734362,São Pedro de Raimonda,,,,Portugal,,41.31794,-8.33494,PRT.15.9.14_1,Raimonda,3.0,PRT.15.9_1,"São Pedro da Raimonda, Raimonda, Paços de Ferreira, Porto",São Pedro da Raimonda,geonames-pt,9.523809523809524,2024-11-10 14:52:33.674680,*notfound*
3,1768-10-01,1857-05-06,São Pedro de Solis,São Pedro de Solis,,8014521,São Pedro de Solis,,,,Portugal,,37.49412,-7.87894,PRT.3.9.8_1,São Pedro de Solis,3.0,PRT.3.9_1,"São Pedro de Solis, São Pedro de Solis, Mértola, Beja",São Pedro de Solis,geonames-pt,15.0,2024-11-10 14:52:31.627549,Q1019019
3,1735-10-01,1825-10-25,São Pedro do Bairro,São Pedro do Bairro,,,São Pedro do Bairro,,,,Portugal,,,,,,,,,,,,,
3,1734-10-01,1865-10-03,São Romão de Armamar,São Romão de Armamar,,,São Romão de Armamar,,,,Portugal,,,,,,,,,,,,,
3,1807-01-16,1850-10-09,"São Romão, Guarda","São Romão, Guarda",,8012259,São Romão,Guarda,,,Portugal,,40.38636,-7.68734,PRT.10.12.19_1,São Romão,3.0,PRT.10.12_1,"São Romão, São Romão, Seia, Guarda",São Romão,geonames-pt,20.0,2024-11-10 14:52:30.192596,Q1943011
3,1728-10-01,1907-10-15,São Tiago da Carreira,São Tiago da Carreira,,2734308,São Tiago da Carreira,,,,Portugal,,41.30039,-8.46901,PRT.15.14.7_1,Carreira,3.0,PRT.15.14_1,"São Tiago da Carreira, Carreira, Santo Tirso, Porto",São Tiago da Carreira,geonames-pt,10.0,2024-11-10 14:52:33.126276,*notfound*
3,1640-11-05,1902-10-04,São Tiago de Cassurrães,São Tiago de Cassurrães,,,São Tiago de Cassurrães,,,,Portugal,,,,,,,,,,,,,
3,1676-11-14,1724-10-01,São Tiago de Encourados,São Tiago de Encourados,,,São Tiago de Encourados,,,,Portugal,,,,,,,,,,,,,
3,1705-10-01,1741-03-15,São Tiago de Oliveira,São Tiago de Oliveira,,,São Tiago de Oliveira,,,,Portugal,,,,,,,,,,,,,
3,1594-10-08,1895-10-13,São Tomé,São Tomé,,,São Tomé,,,,Portugal,,,,,,,,,,,,,
3,1704-10-01,1706-10-01,São Tomé da Corrilhã,São Tomé da Corrilhã,,,São Tomé da Corrilhã,,,,Portugal,,,,,,,,,,,,,
3,1894-10-10,1898-10-12,"São Tomé, África Ocidental","São Tomé, África Ocidental",,,São Tomé,África Ocidental,,,Portugal,,,,,,,,,,,,,
3,1690-10-01,1745-11-16,São Varão,São Varão,,,São Varão,,,,Portugal,,,,,,,,,,,,,
3,1756-10-01,1768-12-01,Sítio da Nazaré,Sítio da Nazaré,,,Sítio da Nazaré,,,,Portugal,,,,,,,,,,,,,
3,1734-10-01,1901-10-05,Tadim,Tadim,,8011083,Tadim,,,,Portugal,,41.51252,-8.49546,PRT.4.3.56_1,Tadim,3.0,PRT.4.3_1,"Tadim, Tadim, Braga, Braga",Tadim,geonames-pt,15.0,2024-11-10 14:52:31.628467,Q2116543
3,1735-10-01,1814-10-08,Talhas,Talhas,,8011503,Talhas,,,,Portugal,,41.47237,-6.69932,PRT.5.5.30_1,Talhas,3.0,PRT.5.5_1,"Talhas, Talhas, Macedo de Cavaleiros, Bragança",Talhas,geonames-pt,15.0,2024-11-10 14:52:31.629404,Q1024599
3,1701-10-01,1729-10-01,Tapeus,Tapeus,,2733677,Tapeus,,,,Portugal,,40.03732,-8.53931,PRT.7.15.10_1,Tapéus,3.0,PRT.7.15_1,"Tapeus, Tapéus, Soure, Coimbra",Tapeus,geonames-pt,10.0,2024-11-10 14:52:33.127374,*notfound*
3,1600-03-13,1742-10-01,Tazem,Tazem,,,Tazem,,,,Portugal,,,,,,,,,,,,,
3,1654-06-23,1758-10-01,Teologia,Teologia,,,Teologia,,,,Portugal,,,,,,,,,,,,,
3,1569-02-01,1605-02-14,Toledo,Toledo,,,Toledo,,,,Portugal,,,,,,,,,,,,,
3,1688-10-15,1877-06-26,Torgueda,Torgueda,,8013733,Torgueda,,,,Portugal,,41.26605,-7.81285,PRT.19.14.23_1,Torgueda,3.0,PRT.19.14_1,"Torgueda, Torgueda, Vila Real, Vila Real",Torgueda,geonames-pt,15.0,2024-11-10 14:52:31.630458,Q2552476
3,1805-10-31,1842-06-25,Torrados,Torrados,,8012703,Torrados,,,,Portugal,,41.35656,-8.23714,PRT.15.3.25_1,Torrados,3.0,PRT.15.3_1,"Torrados, Torrados, Felgueiras, Porto",Torrados,geonames-pt,15.0,2024-11-10 14:52:31.631437,Q2220344
3,1714-10-01,1750-10-01,Torre de Vera,Torre de Vera,,,Torre de Vera,,,,Portugal,,,,,,,,,,,,,
3,1770-10-01,1857-10-15,"Torrão, Beja","Torrão, Beja",,2262625,Torrão,Beja,,,Portugal,,38.66667,-9.25,,,,,,Torrão,geonames-pt,10.0,2024-11-10 14:52:33.551438,*notfound*
3,1714-10-01,1784-10-31,Touça,Touça,,8012305,Touça,,,,Portugal,,41.04132,-7.2267,PRT.10.14.16_1,Touça,3.0,PRT.10.14_1,"Touça, Touça, Vila Nova de Foz Côa, Guarda",Touça,geonames-pt,15.0,2024-11-10 14:52:31.632348,Q253045
3,1764-10-01,1880-06-08,Travanca de São Tomé,Travanca de São Tomé,,,Travanca de São Tomé,,,,Portugal,,,,,,,,,,,,,
3,1764-10-01,1906-10-15,"Travanca, Viseu","Travanca, Viseu",,8013792,Travanca,Viseu,,,Portugal,,41.03711,-8.22581,PRT.20.4.17_1,Travanca,3.0,PRT.20.4_1,"Travanca, Travanca, Cinfães, Viseu",Travanca,geonames-pt,20.0,2024-11-10 14:52:30.204625,Q64374
3,1681-10-28,1753-12-20,Travasso,Travasso,,,Travasso,,,,Portugal,,,,,,,,,,,,,
