count,date_min,date_max,naturalidade,normalizada
1,1754-10-01,1754-10-01,Ester de Baixo,Ester de Baixo
1,1888-10-15,1888-10-15,"Ester, Castro Daire","Ester, Castro Daire"
1,1762-10-01,1762-10-01,"Ester, Lamego","Ester, Lamego"
1,1763-12-01,1763-12-01,"Estevais, Moncorvo","Estevais, Moncorvo"
1,1881-10-15,1881-10-15,Estevães,Estevães
1,1560-10-01,1560-10-01,"Estombar, Algarve","Estombar, Algarve"
1,1765-10-01,1765-10-01,Estorãos,Estorãos
1,1753-10-01,1753-10-01,Estoy,Estoy
1,1754-10-01,1754-10-01,Estoí,Estoí
1,1722-01-22,1722-01-22,Estrado,Estrado
1,1770-10-01,1770-10-01,Estreito Priorado de Crato,Estreito Priorado de Crato
1,1872-10-15,1872-10-15,"Estreito, Castelo Branco","Estreito, Castelo Branco"
1,1908-10-07,1908-10-07,"Estreito, Câmara de Lobos, Ilha da Madeira","Estreito, Câmara de Lobos, Ilha da Madeira"
