count,date_min,date_max,naturalidade,normalizada
2,1708-10-01,1757-10-01,Povoinha,Povoinha
2,1787-10-12,1787-10-31,"Poço do Soudo, Ourém","Poço do Soudo, Ourém"
2,1748-10-01,1899-10-02,"Prado, Vila Verde","Prado, Vila Verde"
2,1725-10-01,1755-12-22,Pregoinho,Pregoinho
2,1850-10-04,1886-10-02,Presalves,Presalves
2,1789-10-30,1854-10-13,"Presegueda, Vila Real","Presegueda, Vila Real"
2,1579-05-06,1587-12-04,Priorado do Crato,Priorado do Crato
2,1838-10-26,1871-10-10,"Prova, Guarda","Prova, Guarda"
2,1670-10-20,1673-10-15,Prozelo,Prozelo
2,1704-10-24,1720-10-01,Pé da Serra,Pé da Serra
2,1682-10-01,1703-10-01,Pés de Pontes,Pés de Pontes
2,1789-10-31,1860-10-02,Póvoa de Arnosa,Póvoa de Arnosa
2,1720-10-01,1732-10-30,Póvoa de El-Rei,Póvoa de El-Rei
2,1731-10-01,1822-10-12,Póvoa de Folques,Póvoa de Folques
2,1704-10-01,1750-10-01,Póvoa de Galegos,Póvoa de Galegos
2,1726-10-01,1858-10-05,Póvoa de Lomba,Póvoa de Lomba
2,1708-10-01,1745-10-01,Póvoa de Penela,Póvoa de Penela
2,1765-10-01,1818-10-31,Póvoa de Pereiro,Póvoa de Pereiro
2,1762-10-01,1768-10-01,Póvoa de Serpins,Póvoa de Serpins
2,1689-10-01,1906-10-11,Póvoa de São Martinho,Póvoa de São Martinho
2,1709-11-18,1753-01-14,Póvoa do Pereiro,Póvoa do Pereiro
2,1858-10-05,1882-10-14,Póvoa e Meadas,Póvoa e Meadas
2,1737-10-01,1761-10-01,"Póvoa, Penela","Póvoa, Penela"
2,1769-10-01,1769-12-01,Queimadela,Queimadela
2,1763-10-01,1792-10-10,"Queiriga, Viseu","Queiriga, Viseu"
2,1823-10-02,1826-10-19,Queluz,Queluz
2,1905-10-27,1906-06-16,"Quepem, India","Quepem, India"
2,1737-11-22,1793-10-29,"Quilho, Viseu","Quilho, Viseu"
2,1576-10-01,1729-12-16,"Quimbres, Lamego","Quimbres, Lamego"
2,1751-11-15,1756-12-23,Quinta da Barrosa,Quinta da Barrosa
2,1827-10-24,1853-10-12,Quinta da Boiça,Quinta da Boiça
2,1825-10-31,1847-10-05,"Quinta da Bouça, Coimbra","Quinta da Bouça, Coimbra"
2,1783-11-03,1807-10-23,Quinta da Costa,Quinta da Costa
2,1806-10-04,1806-10-17,"Quinta da Costa, Arganil","Quinta da Costa, Arganil"
2,1748-12-12,1756-12-23,Quinta da Folgorosa,Quinta da Folgorosa
2,1855-10-02,1860-06-16,"Quinta da Graciosa, Aveiro","Quinta da Graciosa, Aveiro"
2,1756-10-01,1814-10-31,Quinta da Lameira,Quinta da Lameira
2,1620-10-15,1756-10-01,Quinta da Torre,Quinta da Torre
2,1728-11-09,1732-10-01,Quinta da Távora,Quinta da Távora
2,1814-10-26,1817-11-07,"Quinta de Escapães, Coimbra","Quinta de Escapães, Coimbra"
2,1760-10-01,1761-10-01,Quinta do Pinheiro,Quinta do Pinheiro
2,1813-10-16,1813-10-16,Quinta do Rodão,Quinta do Rodão
2,1718-10-01,1723-10-01,Quinta do Rojão,Quinta do Rojão
2,1728-10-01,1758-10-01,Quintela da Lapa,Quintela da Lapa
2,1827-05-30,1827-10-16,"Quintela, Vila Real","Quintela, Vila Real"
2,1718-10-01,1765-07-01,"Quintã, Sertã","Quintã, Sertã"
2,1730-10-01,1731-10-01,Rabaceira,Rabaceira
2,1722-01-23,1723-10-01,Rachado,Rachado
2,1764-10-01,1873-07-03,Raiva,Raiva
2,1722-10-01,1735-10-01,Rapa,Rapa
2,1711-10-01,1729-12-05,Rapada,Rapada
2,1789-10-31,1791-10-31,"Raposeira, Guimarães","Raposeira, Guimarães"
2,1718-10-01,1779-10-24,Rebaldeira,Rebaldeira
2,1589-10-06,1728-10-01,Rebaldia,Rebaldia
2,1581-11-14,1585-02-23,"Rebelo, Lafões","Rebelo, Lafões"
2,1765-10-01,1777-10-00,Rebelva,Rebelva
2,1721-11-14,1722-10-01,Rebordainhos,Rebordainhos
2,1864-10-05,1867-06-25,"Rebordainhos, Bragança","Rebordainhos, Bragança"
2,1752-10-01,1752-10-01,Rebordondo,Rebordondo
2,1729-10-01,1783-10-24,"Recife, Pernambuco","Recife, Pernambuco"
2,1826-10-30,1880-10-15,Rede,Rede
2,1677-03-16,1782-10-21,"Redondos, Buarcos","Redondos, Buarcos"
2,1567-10-01,1749-03-25,Refoios de Basto,Refoios de Basto
2,1891-06-26,1898-10-13,"Refojos, Cabeceiras de Basto","Refojos, Cabeceiras de Basto"
2,1640-10-27,1698-10-22,Refóios de Lima,Refóios de Lima
2,1726-10-01,1748-11-04,Rego da Murta,Rego da Murta
2,1732-10-01,1738-05-17,Reguengo Grande,Reguengo Grande
2,1760-10-01,1769-10-01,Relva,Relva
2,1605-10-23,1762-12-15,"Resende, Lamego","Resende, Lamego"
2,1763-10-01,1765-12-01,Retaxo,Retaxo
2,1821-11-05,1842-10-11,Reveles de Longe,Reveles de Longe
2,1819-10-11,1854-10-11,Ribeira Ruiva,Ribeira Ruiva
2,1762-10-01,1818-10-31,Ribeira de Maria Afonso,Ribeira de Maria Afonso
2,1730-02-01,1736-11-09,Ribeira de Moinhos,Ribeira de Moinhos
2,1769-10-01,1770-10-01,"Ribeira, Coimbra","Ribeira, Coimbra"
2,1792-10-02,1792-10-26,"Ribeiros, Guimarães","Ribeiros, Guimarães"
2,1720-10-01,1817-11-06,"Rio Bom, Lamego","Rio Bom, Lamego"
2,1765-10-01,1911-06-28,"Rio Torto, Gouveia","Rio Torto, Gouveia"
2,1784-10-11,1823-10-07,Rio das Contas,Rio das Contas
2,1816-10-31,1824-10-06,"Rio das Contas, Baía, Brasil","Rio das Contas, Baía, Brasil"
2,1761-10-01,1762-10-01,"Rio de Fornos, Vinhais","Rio de Fornos, Vinhais"
2,1723-10-01,1801-10-03,Rio de Janeiro Brasil,Rio de Janeiro Brasil
2,1740-12-15,1741-11-10,"Rio de Janeiro, Brasil, Brasil","Rio de Janeiro, Brasil, Brasil"
2,1702-01-17,1851-10-30,Rocas,Rocas
2,1719-10-01,1866-10-12,Rojão,Rojão
2,1741-10-01,1750-10-01,Roliça,Roliça
2,1587-05-28,1614-11-14,"Roma, Itália","Roma, Itália"
2,1603-12-15,1693-10-01,Ronfe,Ronfe
2,1765-10-01,1793-10-07,"Rossas, Guimarães","Rossas, Guimarães"
2,1711-10-01,1753-01-30,Rubiães,Rubiães
2,1763-10-01,1764-10-01,Ruivagueira,Ruivagueira
2,1764-10-01,1877-10-03,"Ruivães, Braga","Ruivães, Braga"
2,1882-10-15,1907-10-01,Ruvina,Ruvina
2,1743-10-01,1744-10-29,Sabadim,Sabadim
2,1687-10-01,1687-10-01,"Sabugosa, Campos de Besteiros","Sabugosa, Campos de Besteiros"
2,1692-10-20,1723-10-01,Sacavem,Sacavem
2,1684-10-01,1685-03-13,Salamanca,Salamanca
2,1761-10-01,1765-10-01,"Salgueiro, Castelo Branco","Salgueiro, Castelo Branco"
2,1731-10-01,1886-10-15,"Salto, Montalegre","Salto, Montalegre"
2,1744-10-01,1785-10-31,Salvada,Salvada
2,1711-10-01,1717-10-01,Salvador de Meixomil,Salvador de Meixomil
2,1746-10-01,1753-10-01,Salvador de Ruivães,Salvador de Ruivães
2,1888-10-05,1889-10-14,Salvaterra de Extremo,Salvaterra do Extremo
2,1764-10-01,1765-10-01,Salzedas,Salzedas
2,1607-10-22,1893-10-25,Samodais,Samodais
2,1768-07-28,1843-10-02,Sampaio,Sampaio
2,1840-10-23,1855-10-13,"Sande, Viseu","Sande, Viseu"
2,1652-10-20,1652-10-22,Sanfins do Minho,Sanfins do Minho
2,1642-10-22,1642-10-22,Sanguinheira,Sanguinheira
2,1740-01-30,1861-10-25,Santa Ana,Santa Ana
2,1875-10-15,1902-10-04,Santa Ana de Cambas,Santa Ana de Cambas
2,1795-10-06,1797-10-09,Santa Barbara,Santa Barbara
2,1613-10-09,1760-10-01,"Santa Catarina, Alcobaça","Santa Catarina, Alcobaça"
2,1589-10-14,1910-10-12,"Santa Clara, Coimbra","Santa Clara, Coimbra"
2,1766-10-01,1824-10-08,Santa Comba da Ermida,Santa Comba da Ermida
2,1706-11-12,1866-10-02,Santa Comba da Vilariça,Santa Comba da Vilariça
2,1750-10-01,1819-10-30,"Santa Comba, Fornelos","Santa Comba, Fornelos"
2,1817-10-06,1842-10-17,"Santa Comba, Vila Real","Santa Comba, Vila Real"
2,1876-10-12,1876-10-12,Santa Cruz do Bouro,Santa Cruz do Bouro
2,1815-10-30,1880-10-15,"Santa Eugénia, Vila Real","Santa Eugénia, Vila Real"
2,1777-10-01,1813-10-29,Santa Eulália da Serra,Santa Eulália da Serra
2,1849-10-31,1851-10-09,Santa Eulália de Constância,Santa Eulália de Constância
2,1852-10-06,1855-07-07,Santa Eulália de Pedorido,Santa Eulália de Pedorido
2,1745-10-01,1766-10-01,"Santa Eulália, Nespereira","Santa Eulália, Nespereira"
2,1732-10-01,1764-10-01,"Santa Eulália, Paços de Ferreira","Santa Eulália, Paços de Ferreira"
2,1750-10-28,1760-12-15,"Santa Iria, Lisboa","Santa Iria, Lisboa"
2,1622-10-01,1882-10-14,Santa Leocádia,Santa Leocádia
2,1728-10-01,1732-10-01,Santa Lucrécia de Aguiar,Santa Lucrécia de Aguiar
2,1873-07-04,1876-10-02,Santa Margarida da Póvoa,Santa Margarida da Póvoa
2,1684-10-01,1839-10-25,Santa Margarida de Lousada,Santa Margarida de Lousada
2,1745-10-01,1748-10-01,"Santa Maria Madalena, Amarante","Santa Maria Madalena, Amarante"
2,1872-10-11,1876-10-14,"Santa Maria Madalena, Porto","Santa Maria Madalena, Porto"
2,1908-10-12,1910-10-14,"Santa Maria Maior, Chaves","Santa Maria Maior, Chaves"
2,1889-10-18,1906-10-02,"Santa Maria Maior, Viana do Castelo","Santa Maria Maior, Viana do Castelo"
2,1763-10-01,1764-10-01,Santa Maria da Arrifana,Santa Maria da Arrifana
2,1908-10-02,1908-10-08,"Santa Maria da Porta, Melgaço","Santa Maria da Porta, Melgaço"
2,1709-10-01,1763-10-01,Santa Maria de,Santa Maria de
2,1890-10-13,1891-10-02,Santa Maria de Alvarenga,Santa Maria de Alvarenga
2,1897-07-03,1902-10-09,Santa Maria de Arcozelo,Santa Maria de Arcozelo
2,1764-10-01,1844-10-31,Santa Maria de Canedo,Santa Maria de Canedo
2,1848-10-03,1848-10-13,Santa Maria de Capelos,Santa Maria de Capelos
2,1764-10-01,1877-10-04,Santa Maria de Goios,Santa Maria de Goios
2,1765-10-01,1765-10-01,Santa Maria de Meinedo,Santa Maria de Meinedo
2,1764-10-01,1816-11-08,Santa Maria de Panóias,Santa Maria de Panóias
2,1750-10-27,1814-10-04,Santa Maria de Passos,Santa Maria de Passos
2,1735-10-01,1737-10-29,Santa Maria de Rendufinho,Santa Maria de Rendufinho
2,1762-10-01,1767-10-01,Santa Maria de Sobreposta,Santa Maria de Sobreposta
2,1685-10-22,1686-01-30,Santa Maria de Sá,Santa Maria de Sá
2,1670-10-13,1761-10-01,Santa Maria de Valga,Santa Maria de Valga
2,1735-10-01,1816-10-31,Santa Maria de Verim,Santa Maria de Verim
2,1761-10-01,1841-10-30,Santa Maria de Válega,Santa Maria de Válega
2,1751-01-07,1765-10-01,Santa Maria do Salto,Santa Maria do Salto
2,1720-10-01,1840-10-31,"Santa Maria, Murtosa","Santa Maria, Murtosa"
2,1756-10-01,1795-10-07,"Santa Maria, Penha Longa","Santa Maria, Penha Longa"
2,1680-11-01,1762-12-01,Santa Marinha da Serra,Santa Marinha da Serra
2,1723-11-09,1725-10-01,Santa Marinha de Arosa,Santa Marinha de Arosa
2,1693-10-01,1694-10-01,Santa Marinha de Crestuma,Santa Marinha de Crestuma
2,1721-10-01,1751-11-15,Santa Marinha de Fragoas,Santa Marinha de Fragoas
2,1874-10-14,1889-10-15,Santa Marinha de Retorta,Santa Marinha de Retorta
2,1727-10-01,1738-10-01,Santa Marinha de Verdoejo,Santa Marinha de Verdoejo
2,1723-10-01,1723-10-01,Santa Marinha de Vilar,Santa Marinha de Vilar
2,1754-10-01,1762-12-01,"Santa Marinha, Avanca","Santa Marinha, Avanca"
2,1894-10-30,1899-10-02,"Santar, Nelas","Santar, Nelas"
2,1773-10-23,1875-06-02,Santarem,Santarem
2,1703-04-21,1703-10-01,Santiago da Cruz,Santiago da Cruz
2,1726-10-01,1731-05-23,Santiago de Areias,Santiago de Areias
2,1763-10-01,1838-10-31,Santiago de Beduido,Santiago de Beduido
2,1684-10-01,1840-10-10,Santiago de Cassurães,Santiago de Cassurães
2,1626-10-14,1633-10-25,Santiago dos Milagros,Santiago dos Milagros
2,1765-10-01,1897-10-12,Santo Adrião,Santo Adrião
2,1633-10-13,1706-10-30,Santo Adrião de Canas,Santo Adrião de Canas
2,1758-10-01,1879-06-09,Santo Adrião de Santão,Santo Adrião de Santão
2,1579-10-20,1588-10-07,"Santo Amaro, Caldas","Santo Amaro, Caldas"
2,1864-06-04,1893-10-28,"Santo Amaro, Guarda","Santo Amaro, Guarda"
2,1806-10-02,1810-06-09,"Santo Amaro, Trancoso","Santo Amaro, Trancoso"
2,1732-10-01,1735-10-01,Santo André de Ancede,Santo André de Ancede
2,1802-10-31,1824-10-30,"Santo André de Frades, Guimarães","Santo André de Frades, Guimarães"
2,1725-10-01,1726-10-01,Santo André de Medim,Santo André de Medim
2,1711-11-20,1767-10-01,Santo André de Molares,Santo André de Molares
2,1729-10-10,1736-05-25,Santo André de Palma,Santo André de Palma
2,1748-10-01,1751-10-01,Santo André de Telões,Santo André de Telões
2,1723-10-01,1737-02-05,Santo André do Sobrado,Santo André do Sobrado
2,1732-10-01,1755-01-30,"Santo André, Barcelinhos","Santo André, Barcelinhos"
2,1770-10-01,1823-10-27,Santo Antão,Santo Antão
2,1898-10-07,1907-10-02,"Santo Antão, Cabo Verde","Santo Antão, Cabo Verde"
2,1717-10-01,1730-01-22,Santo Estevão de Gião,Santo Estevão de Gião
2,1760-01-23,1876-10-02,"Santo Estevão de Gião, Porto","Santo Estevão de Gião, Porto"
2,1748-10-01,1748-10-01,"Santo Estevão, Fajões","Santo Estevão, Fajões"
2,1735-10-01,1801-10-15,Santolhão,Santolhão
2,1723-10-01,1734-11-24,"Santos, Rio de Janeiro","Santos, Rio de Janeiro"
2,1792-10-05,1795-10-06,"Santos, São Paulo","Santos, São Paulo"
2,1730-10-01,1763-10-01,Sapiãos,Sapiãos
2,1861-10-02,1861-10-05,"Sapiãos, Vila Real","Sapiãos, Vila Real"
2,1764-10-01,1765-10-01,"Sardoura, Paiva","Sardoura, Paiva"
2,1757-10-30,1763-10-01,Sargaçais,Sargaçais
2,1714-12-19,1727-10-01,Sarnadas,Sarnadas
2,1540-01-10,1540-01-10,Sarzedelo,Sarzedelo
2,1764-10-01,1881-10-15,"Seara, Vila Real","Seara, Vila Real"
2,1826-07-10,1857-10-09,Seará,Seará
2,1757-10-01,1764-10-01,"Secarias, Arganil","Secarias, Arganil"
2,1642-11-12,1761-10-29,"Sedielos, Penaguião","Sedielos, Penaguião"
2,1737-10-01,1746-10-01,Sedim,Sedim
2,1724-10-24,1757-10-01,Seixo de Côa,Seixo de Côa
2,1733-10-01,1736-10-01,Seleirós,Seleirós
2,1752-10-01,1765-10-01,"Selmes, Beja","Selmes, Beja"
2,1738-12-19,1743-10-01,Sendalgas,Sendalgas
2,1635-03-12,1710-10-01,Sendelgas,Sendelgas
2,1886-10-02,1908-10-02,"Sendim, Felgueiras","Sendim, Felgueiras"
2,1785-10-17,1789-10-30,"Sendim, Trancoso","Sendim, Trancoso"
2,1724-10-01,1745-10-01,Senhor da Serra,Senhor da Serra
2,1813-10-16,1813-10-29,Senhorinha,Senhorinha
2,1861-10-05,1874-10-03,Sepins,Sepins
2,1757-10-01,1841-10-09,Sequeiró,Sequeiró
2,1905-10-07,1909-10-07,Serafão,Serafão
2,1613-10-02,1702-10-01,Serdedelo,Serdedelo
2,1814-10-26,1814-11-14,"Sergude, Vila Real","Sergude, Vila Real"
2,1721-12-04,1727-10-01,Sernadas,Sernadas
2,1773-10-27,1847-10-04,Sernadela,Sernadela
2,1632-11-19,1745-10-01,"Serpa, Beja","Serpa, Beja"
2,1751-10-01,1829-10-14,Serrazola,Serrazola
2,1755-10-01,1761-10-01,"Serro do Frio, Minas Gerais","Serro do Frio, Minas Gerais"
2,1723-10-01,1742-10-01,Serva,Serva
2,1704-10-01,1743-10-01,Sezulfe,Sezulfe
2,1737-10-01,1743-05-20,Sezures,Sezures
2,1735-11-18,1736-10-01,Silhó,Silhó
2,1873-10-02,1895-10-13,Silva,Silva
2,1761-10-01,1766-06-23,Silvado,Silvado
2,1602-11-22,1758-11-16,"Silves, Algarve","Silves, Algarve"
2,1688-10-18,1908-10-02,"Silves, Faro","Silves, Faro"
2,1641-10-15,1642-10-20,Soajo,Soajo
2,1908-10-15,1908-11-02,Sobral de Monte Agraço,Sobral de Monte Agraço
2,1740-11-02,1745-11-04,"Sobral, Farinha Podre, hoje São Pedro de Alva","Sobral, Farinha Podre, hoje São Pedro de Alva"
2,1814-10-12,1815-10-10,"Sonim, Moncorvo","Sonim, Moncorvo"
2,1741-10-01,1746-10-01,Sortes,Sortes
2,1655-12-09,1818-10-31,Souro Pires,Souro Pires
2,1804-00-00,1807-10-07,"Souro Pires, Pinhel","Souro Pires, Pinhel"
2,1876-10-14,1906-10-03,"Sousel, Portalegre","Sousel, Portalegre"
2,1734-11-05,1747-11-07,Soutaria,Soutaria
2,1740-10-16,1746-06-18,Souto Bom,Souto Bom
2,1784-10-11,1897-10-12,Souto da Carvalhosa,Souto da Carvalhosa
2,1903-10-03,1906-10-02,"Souto da Casa, Castelo Branco","Souto da Casa, Castelo Branco"
2,1726-10-01,1734-06-11,Souto de Golfar,Souto de Golfar
2,1707-12-23,1802-10-08,Souto de Rebordães,Souto de Rebordães
2,1751-10-01,1781-10-00,"Souto, Abrantes","Souto, Abrantes"
2,1799-10-30,1897-10-13,"Soutomaior, Trancoso","Soutomaior, Trancoso"
2,1718-10-01,1898-10-14,Sto André de Poiares,Sto André de Poiares
2,1897-10-11,1908-10-15,"Suçães, Mirandela","Suçães, Mirandela"
2,1655-12-14,1700-10-01,Suécia,Suécia
2,1732-11-18,1756-02-04,"Sá, Aveiro","Sá, Aveiro"
2,1683-12-01,1717-01-31,São  Joaninho,São  Joaninho
2,1729-10-01,1769-11-15,São  João de Fontoura,São  João de Fontoura
2,1688-10-01,1845-10-13,São  Martinho do Bispo,São  Martinho do Bispo
2,1754-10-01,1757-10-01,"São  Martinho do Bispo, Coimbra","São  Martinho do Bispo, Coimbra"
2,1658-11-09,1703-10-01,São  Miguel de Acha,São  Miguel de Acha
2,1720-10-25,1746-10-01,São  Pedro,São  Pedro
2,1899-10-13,1900-06-13,São  Romão de Arões,São  Romão de Arões
2,1769-10-01,1769-10-01,São Bartolomeu,São Bartolomeu
2,1810-06-23,1837-10-09,São Bartolomeu de Campelo,São Bartolomeu de Campelo
2,1566-03-02,1865-10-03,São Bartolomeu do Mar,São Bartolomeu do Mar
2,1893-10-12,1910-10-14,"São Bartolomeu, Arouca","São Bartolomeu, Arouca"
2,1634-11-07,1757-10-01,São Carlos da Folgosa,São Carlos da Folgosa
2,1759-10-01,1792-10-10,"São Cipriano, Lamego","São Cipriano, Lamego"
2,1764-10-01,1874-10-15,São Claúdio de Curvos,São Claúdio de Curvos
2,1705-10-01,1709-10-25,São Clemente de Sande,São Clemente de Sande
2,1769-10-01,1772-10-00,São Cosme de Besteiros,São Cosme de Besteiros
2,1686-10-01,1757-10-01,São Cosme do Vale,São Cosme do Vale
2,1893-10-16,1904-10-03,"São Cosme, Gondomar","São Cosme, Gondomar"
2,1681-10-01,1732-10-01,São Cristovão de Louredo,São Cristovão de Louredo
2,1817-11-06,1858-10-02,São Cristóvão de Cabeçudos,São Cristóvão de Cabeçudos
2,1704-01-25,1857-10-03,"São Cristóvão, Mondim de Basto","São Cristóvão, Mondim de Basto"
2,1883-10-15,1886-10-11,São Dinis,São Dinis
2,1740-10-01,1840-10-16,São Félix da Marinha,São Félix da Marinha
2,1764-10-01,1886-10-13,São Gens de Calvos,São Gens de Calvos
2,1840-10-31,1858-10-04,"São Gião, Guarda","São Gião, Guarda"
2,1748-10-01,1761-01-30,"São Jerónimo, Braga","São Jerónimo, Braga"
2,1883-10-03,1905-10-30,"São Joaninho, Viseu","São Joaninho, Viseu"
2,1768-10-01,1774-06-27,"São José, Minas Gerais, Brasil","São José, Minas Gerais, Brasil"
2,1908-10-07,1910-10-12,"São José, Ponta Delgada","São José, Ponta Delgada"
2,1731-10-01,1750-10-01,São João d'Areias,São João d'Areias
2,1776-12-20,1818-11-04,"São João d'El Rei, Brasil","São João d'El Rei, Brasil"
2,1731-10-01,1776-10-00,São João da Balança,São João da Balança
2,1725-10-01,1765-10-01,São João da Fontoura,São João da Fontoura
2,1746-10-01,1764-10-01,São João da Fresta,São João da Fresta
2,1740-07-07,1797-10-05,São João da Pequeira,São João da Pequeira
2,1744-10-01,1749-10-01,São João da Ponte,São João da Ponte
2,1586-11-19,1625-10-17,São João de,São João de
2,1749-01-07,1779-11-27,São João de Anjão,São João de Anjão
2,1804-10-15,1842-10-05,São João de Arnóia,São João de Arnóia
2,1752-10-01,1757-10-01,São João de Corveira,São João de Corveira
2,1819-10-13,1849-10-31,"São João de El Rei, Minas Gerais, Brasil","São João de El Rei, Minas Gerais, Brasil"
2,1909-10-02,1912-08-12,"São João de Loureiro, Aveiro","São João de Loureiro, Aveiro"
2,1759-10-30,1896-10-13,São João de Ovil,São João de Ovil
2,1886-10-15,1888-10-02,São João do Souto,São João do Souto
2,1769-10-01,1783-10-31,"São João, Lamego","São João, Lamego"
2,1706-10-01,1827-10-19,"São Julião da Silva, Valença","São Julião da Silva, Valença"
2,1763-10-01,1764-10-01,"São Julião, Bragança","São Julião, Bragança"
2,1728-10-01,1733-10-01,São Lourenço de Navarro,São Lourenço de Navarro
2,1719-10-01,1746-10-01,São Lourenço de Touvedo,São Lourenço de Touvedo
2,1848-10-03,1849-10-12,São Lourenço do Cabril,São Lourenço do Cabril
2,1818-10-07,1875-10-15,São Lourenço do Prado,São Lourenço do Prado
2,1761-10-01,1765-10-01,"São Lourenço, Douro","São Lourenço, Douro"
2,1778-10-21,1848-10-04,"São Luís, Maranhão, Brasil","São Luís, Maranhão, Brasil"
2,1736-10-01,1742-10-01,São Mamede da Roliça,São Mamede da Roliça
2,1749-10-01,1753-10-01,São Mamede de Deocriste,São Mamede de Deocriste
2,1746-10-01,1750-10-01,São Mamede de Este,São Mamede de Este
2,1798-10-05,1890-10-21,São Mamede de Ribeirão,São Mamede de Ribeirão
2,1807-10-16,1909-11-25,São Mamede de Vila Chã,São Mamede de Vila Chã
2,1745-10-01,1763-10-01,São Mamede de Vilarinho,São Mamede de Vilarinho
2,1799-10-26,1896-10-12,"São Mamede, Valongo","São Mamede, Valongo"
2,1813-10-30,1815-10-23,"São Mamede, Vila Chã","São Mamede, Vila Chã"
2,1704-11-18,1816-10-21,"São Mamede, Vila Verde","São Mamede, Vila Verde"
2,1698-01-02,1700-02-25,São Manços,São Manços
2,1757-10-01,1762-01-15,São Martinho da Gandra,São Martinho da Gandra
2,1709-11-20,1754-10-01,São Martinho de,São Martinho de
2,1900-10-12,1908-10-06,São Martinho de Aliviada,São Martinho de Aliviada
2,1854-10-14,1905-10-06,"São Martinho de Aliviada, Porto","São Martinho de Aliviada, Porto"
2,1742-01-16,1802-10-31,São Martinho de Bornes,São Martinho de Bornes
2,1761-10-01,1767-10-01,São Martinho de Candoso,São Martinho de Candoso
2,1732-10-01,1762-10-01,São Martinho de Fajões,São Martinho de Fajões
2,1736-10-01,1736-10-01,São Martinho de Ferreiros,São Martinho de Ferreiros
2,1764-10-01,1782-11-03,São Martinho de Galegos,São Martinho de Galegos
2,1756-10-01,1900-10-12,São Martinho de Lanhelas,São Martinho de Lanhelas
2,1779-11-22,1882-10-02,São Martinho de Moure,São Martinho de Moure
2,1790-10-30,1791-07-06,São Martinho de Recesinhos,São Martinho de Recesinhos
2,1789-10-30,1817-11-05,São Martinho de Sardoura,São Martinho de Sardoura
2,1735-02-15,1763-10-01,São Martinho de Travassos,São Martinho de Travassos
2,1557-02-01,1621-10-11,"São Martinho do Bispo, Coimbra","São Martinho do Bispo, Coimbra"
2,1589-11-28,1590-11-09,São Martinho do Lago,"Lago, Amares"
2,1909-10-12,1910-10-31,"São Martinho, Covilhã","São Martinho, Covilhã"
2,1757-10-01,1797-10-03,"São Martinho, Lanhelas","São Martinho, Lanhelas"
2,1761-10-01,1847-10-16,São Mateus de Bunheiro,São Mateus de Bunheiro
2,1755-10-01,1890-10-17,"São Matias, Nisa","São Matias, Nisa"
2,1779-10-01,1910-10-10,São Miguel da Cunha,São Miguel da Cunha
2,1891-10-20,1910-10-06,"São Miguel das Aves, Santo Tirso","São Miguel das Aves, Santo Tirso"
2,1703-10-01,1765-12-01,São Miguel de Bustelo,São Miguel de Bustelo
2,1733-10-01,1788-10-31,São Miguel de Machede,São Miguel de Machede
2,1710-10-01,1753-10-01,São Miguel de Matos,São Miguel de Matos
2,1740-10-01,1886-10-02,São Miguel de Refóios,São Miguel de Refóios
2,1888-10-19,1908-10-08,"São Miguel do Souto, Feira","São Miguel do Souto, Feira"
2,1755-10-01,1760-10-01,"São Miguel, Barreiros","São Miguel, Barreiros"
2,1751-10-01,1753-10-01,"São Miguel, Entre Ambos-os-Rios","São Miguel, Entre Ambos-os-Rios"
2,1804-10-10,1804-10-20,"São Miguel, Tomar","São Miguel, Tomar"
2,1733-10-01,1743-10-01,"São Miguel, Vila Boa","São Miguel, Vila Boa"
2,1690-10-01,1695-10-01,São Paio de Brunhais,São Paio de Brunhais
2,1764-10-01,1764-10-01,São Paio de Carvalhal,São Paio de Carvalhal
2,1738-11-26,1764-10-01,São Paio de Casais,São Paio de Casais
2,1677-10-01,1763-10-01,São Paio de Gouveia,São Paio de Gouveia
2,1726-10-23,1762-10-01,São Paio de Seide,São Paio de Seide
2,1706-10-01,1886-10-14,São Paio de Vila Verde,São Paio de Vila Verde
2,1718-10-01,1765-10-01,São Paio do Sobreiro,São Paio do Sobreiro
2,1742-10-01,1794-10-30,"São Paio, Codeços","São Paio, Codeços"
2,1902-10-10,1905-01-12,"São Paulo, Luanda","São Paulo, Luanda"
2,1685-10-01,1734-10-01,São Pedro da Serra,São Pedro da Serra
2,1732-10-01,1890-10-15,São Pedro das Alhadas,São Pedro das Alhadas
2,1902-10-17,1906-10-12,"São Pedro de Alcântara, Brasil","São Pedro de Alcântara, Brasil"
2,1754-10-01,1822-10-26,São Pedro de Alvite,São Pedro de Alvite
2,1904-10-03,1909-10-02,São Pedro de Aradas,São Pedro de Aradas
2,1720-10-01,1789-10-30,São Pedro de Arcos,São Pedro de Arcos
2,1681-10-26,1758-10-01,"São Pedro de Avioso, Maia","São Pedro de Avioso, Maia"
2,1806-10-22,1834-10-31,São Pedro de Caíde,São Pedro de Caíde
